school_id,school_original_es,school_es
2943,LICEO HECTOR PEREZ BIOTT,Liceo H\u00e9ctor P\u00e9rez Biott
2961,LICEO TECNICO PROFESIONAL AULAS DE ESPERANZA DE TALCA,Liceo T\u00e9cnico Profesional Aulas de Esperanza de Talca
2965,ESCUELA COOPERATIVA LIRCAY MANUEL YA\u00d1EZ OLAVE,Escuela Cooperativa Lircay Manuel Y\u00e1\u00f1ez Olave
2973,LICEO ABATE MOLINA,Liceo Abate Molina
2974,LICEO IGNACIO CARRERA PINTO,Liceo Ignacio Carrera Pinto
2979,ESCUELA EL SAUCE,Escuela El Sauce
3016,LICEO DE PELARCO,Liceo de Pelarco
3033,LICEO AGROINDUSTRIAL RIO CLARO,Liceo Agroindustrial R\u00edo Claro
3055,LICEO SAN CLEMENTE ENTRE RIOS,Liceo San Clemente Entre R\u00edos
3111,ESCUELA VILLA CULENAR,Escuela Villa Culenar
3128,LICEO SAN IGNACIO,Liceo San Ignacio
3138,COMPLEJO EDUCACIONAL PENCAHUE,Complejo Educacional Pencahue
3165,LICEO CONSTITUCION,Liceo Constituci\u00f3n
3172,LICEO RURAL PUTU,Liceo Rural Put\u00fa
3173,LICEO RURAL ENRIQUE MAC IVER,Liceo Rural Enrique Mac Iver
3205,LICEO LUIS EDMUNDO CORREA ROJAS,Liceo Luis Edmundo Correa Rojas
3247,LICEO VALENTIN LETELIER,Liceo Valent\u00edn Letelier
3248,INSTITUTO COMERCIAL,Instituto Comercial
3250,ESCUELA PRESIDENTE CARLOS IBANEZ DEL C.,Escuela Presidente Carlos Ib\u00e1\u00f1ez Del Campo
3252,LICEO TECNICO PROFESIONAL DIEGO PORTALES,Liceo T\u00e9cnico Profesional Diego Portales
3253,JUAN MARTINEZ DE ROZAS,Juan Mart\u00ednez de Rozas
3256,ESCUELA RAMON BELMAR SALDIAS,Escuela Ram\u00f3n Belmar Sald\u00edas
3257,ESCUELA ALEJANDRO GIDI,Escuela Alejandro Gidi
3261,PEDRO AGUIRRE CERDA,Pedro Aguirre Cerda
3267,ESCUELA GRACIELA LETELIER,Escuela Graciela Letelier
3268,ESCUELA SALOMON SALMAN DABUD,Escuela Salomon Salman Dabud
3270,JANUARIO ESPINOSA,Januario Espinosa
3305,LICEO POLITECNICO DE LINARES,Liceo Polit\u00e9cnico de Linares
3313,LICEO JUAN DE DIOS PUGA,Liceo Juan de Dios Puga
3314,ESCUELA MAITENCILLO,Escuela Maitencillo
3315,ESCUELA SILVANO FERNANDEZ,Escuela Silvano Fern\u00e1ndez
3317,LICEO JUAN GOMEZ MILLAS,Liceo Juan G\u00f3mez Millas
3328,LICEO CAPITAN IGNACIO CARRERA PINTO,Liceo Capit\u00e1n Ignacio Carrera Pinto
3348,LICEO ARTURO ALESSANDRI PALMA,Liceo Arturo Alessandri Palma
3353,ESCUELA ROBERTO OPAZO GALVEZ,Escuela Roberto Opazo G\u00e1lvez
3356,ESCUELA CARDENAL JOSE MARIA CARO,Escuela Cardenal Jos\u00e9 Maria Caro
3358,ESCUELA JOSE MIGUEL CARRERA,Escuela Jos\u00e9 Miguel Carrera
3359,LICEO LAURA URRUTIA BENAVENTE,Liceo Laura Urrutia Benavente
3361,ESCUELA FRANCISCO URRUTIA URRUTIA,Escuela Francisco Urrutia Urrutia
3362,ESCUELA GABRIEL BENAVENTE BENAVENTE,Escuela Gabriel Benavente Benavente
3364,ESCUELA LUIS PEREIRA INIGUEZ,Escuela Luis Pereira \u00cd\u00f1iguez
3367,ESCUELA DOMINGA CUELLAR IBANEZ,Escuela Dominga Cuellar Ib\u00e1\u00f1ez
3368,ESCUELA JUAN SEGUNDO MUNOZ BRIONES,Escuela Juan Segundo Mu\u00f1oz Briones
3376,ESCUELA MARCELA PAZ,Escuela Marcela Paz
3387,LICEO FEDERICO HEISE MARTI,Liceo Federico Heise Mart\u00ed
3396,ESCUELA JUANITA ZUNIGA FUENTES,Escuela Juanita Z\u00fa\u00f1iga Fuentes
3400,COLEGIO ALBERTO MOLINA CASTILLO,Colegio Alberto Molina Castillo
3434,LICEO GUILLERMO MARIN LARRAIN,Liceo Guillermo Mar\u00edn Larra\u00edn
3442,COLEGIO AJIAL,Colegio Ajial
3443,COLEGIO ROBINSON CABRERA BELTRAN,Colegio Robinson Cabrera Beltr\u00e1n
3461,LICEO FRANCISCO ANTONIO ENCINA ARMANET,Liceo Francisco Antonio Encina Armanet
3479,LICEO MANUEL MONTT,Liceo Manuel Montt
3535,ESCUELA MARIANO LATORRE,Escuela Mariano Latorre
3538,LICEO ANTONIO VARAS,Liceo Antonio Varas
3539,LICEO CLAUDINA URRUTIA DE LAVIN,Liceo Claudina Urrutia de Lav\u00edn
3540,LICEO POLITECNICO PEDRO AGUIRRE CERDA,Liceo Polit\u00e9cnico Pedro Aguirre Cerda
3545,ESCUELA ARTISTICA BARRIO ESTACION,Escuela Art\u00edstica Barrio Estaci\u00f3n
3609,LICEO PELLUHUE,Liceo Pelluhue
3618,LICEO FEDERICO ALBERT FAUPP,Liceo Federico Albert Faupp
3638,LICEO BICENTENARIO MARTA BRUNET C\u00c1RAVES,Liceo Bicentenario Marta Brunet C\u00e1raves
3639,LICEO NARCISO TONDREAU,Liceo Narciso Tondreau
3643,LICEO MARTIN RUIZ DE GAMBOA,Liceo Martin Ruiz de Gamboa
3644,ESCUELA NUEVA ESPERANZA,Escuela Nueva Esperanza
3645,LICEO VIDA NUEVA,Liceo Vida Nueva
3654,ESCUELA BASICA LOS HEROES,Escuela B\u00e1sica Los H\u00e9roes
3656,LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO,Liceo Polivalente Juan Pacheco Altamirano
3657,LICEO LIBERTADOR BERNARDO O`HIGGINS RIQUELME,Liceo Libertador Bernardo O'Higgins Riquelme
3660,ESCUELA GABRIELA MISTRAL,Escuela Gabriela Mistral
3661,ESCUELA JAVIERA CARRERA VERDUGO,Escuela Javiera Carrera Verdugo
3667,ESCUELA BASICA LA CASTILLA,Escuela B\u00e1sica la Castilla
3670,ESCUELA BASICA REYES DE ESPANA,Escuela B\u00e1sica Reyes de Espana
3686,ESCUELA BASICA NEBUCO,Escuela B\u00e1sica Nebuco
3703,ESCUELA ANTONIO MACHADO,Escuela Antonio Machado
3740,ESCUELA GENERAL DOMINGO URRUTIA,Escuela General Domingo Urrutia
3741,CENTRO EDUCACI\u00d3N INTEGRAL ADULTOS CLAUDIO MATTE P\u00c9REZ,Centro Educaci\u00f3n Integral Adultos Claudio Matte P\u00e9rez
3742,LICEO POLITECNICO CAP. IGNACIO CARRERA P,Liceo Polit\u00e9cnico Capit\u00e1n Ignacio Carrera Pinto
3743,LICEO DIEGO PORTALES PALAZUELOS,Liceo Diego Portales Palazuelos
3747,ESCUELA FRANCISCO MOYA CLEMENT,Escuela Francisco Moya Clement
3754,ESCUELA BULI,Escuela Buli
3755,ESCUELA NINQUIHUE,Escuela \u00d1inquihue
3757,ESCUELA AGUA BUENA,Escuela Agua Buena
3758,ESCUELA EL CARBON,Escuela El Carb\u00f3n
3759,ESCUELA CACHAPOAL,Escuela Cachapoal
3760,ESCUELA RIBERA DE NUBLE,Escuela Ribera de \u00d1uble
3762,ESCUELA MONTE BLANCO,Escuela Monte Blanco
3769,ESCUELA VERQUICO,Escuela Verquico
3770,ESCUELA MUTICURA,Escuela Muticura
3776,ESCUELA QUILELTO,Escuela Quilelto
3781,ESCUELA MILLAUQUEN,Escuela Millauqu\u00e9n
3782,ESCUELA MANUEL ANTONIO CASTILLO VELASCO,Escuela Manuel Antonio Castillo Velasco
3799,ESCUELA CHACAY,Escuela Chacay
3800,LICEO TIUQUILEMU,Liceo Tiuquilemu
3802,LICEO SAN GREGORIO,Liceo San Gregorio
3815,ESCUELA PUERTAS DE VIRGUIN,Escuela Puertas de Virgüin
3823,LICEO JORGE ALESSANDRI RODRIGUEZ,Liceo Jorge Alessandri Rodr\u00edguez
3843,ESCUELA PORVENIR DE CATO,Escuela Porvenir de Cato
3849,ESCUELA CAMILO HENRIQUEZ,Escuela Camilo Henr\u00edquez
3871,LICEO POLIT\u00c9CNICO JOS\u00c9 MANUEL PINTO ARIAS,Liceo Polit\u00e9cnico Jos\u00e9 Manuel Pinto Arias
3886,LICEO MANUEL JESUS ORTIZ,Liceo Manuel Jes\u00fas Ortiz
3887,LICEO PUEBLO SECO,Liceo Pueblo Seco
3888,COLEGIO POLITECNICO VICTOR JARA,Colegio Polit\u00e9cnico V\u00edctor Jara
3890,ESCUELA MAR\u00cdA LUISA ESPINOZA RUIZ,Escuela Mar\u00eda Luisa Espinoza Ruiz
3894,ESCUELA SANTA MARIA,Escuela Santa Mar\u00eda
3897,ESCUELA CALLE ALEGRE,Escuela Calle Alegre
3899,ESCUELA COLTON VARIANTE,Escuela Colton Variante
3901,ESCUELA LA ERMITA DE DIGUILLIN,Escuela la Ermita de Diguill\u00edn
3909,LICEO POLIVALENTE JUVENAL HERN\u00c1NDEZ JAQUE,Liceo Polivalente Juvenal Hern\u00e1ndez Jaque
3938,ESCUELA B\u00c1SICA ADULTOS YUNGAY,Escuela B\u00e1sica Adultos Yungay
3940,LICEO DE YUNGAY,Liceo de Yungay
3941,LICEO CAMPANARIO,Liceo Campanario
3961,LICEO POLIVALENTE TOM\u00c1S ARNALDO HERRERA VEGA,Liceo Polivalente Tom\u00e1s Arnaldo Herrera Vega
3976,LICEO MANUEL BULNES,Liceo Manuel Bulnes
3977,LICEO SANTA CRUZ DE LARQUI,Liceo Santa Cruz de Larqui
3979,LICEO POLIVALENTE ADULTOS DE ITATA,Liceo Polivalente Adultos de Itata
3998,LICEO POLIVALENTE LUIS CRUZ MARTINEZ,Liceo Polivalente Luis Cruz Mart\u00ednez
4025,LICEO POLIVALENTE VIRGINIO ARIAS,Liceo Polivalente Virginio Arias
4032,LICEO NIBALDO SEPULVEDA FERNANDEZ,Liceo Nibaldo Sep\u00falveda Fern\u00e1ndez
4049,LICEO DOMINGO ORTIZ DE ROZAS,Liceo Domingo Ortiz de Rozas
4050,ESCUELA MARIA TERESA MARCHANT CONTRERAS,Escuela Maria Teresa Marchant Contreras
4071,ESCUELA B\u00c1SICA VALLE LONQU\u00c9N,Escuela B\u00e1sica Valle Lonqu\u00e9n
4084,LICEO POLIVALENTE DIEGO MISSENE BURGOS,Liceo Polivalente Diego Missene Burgos
4102,LICEO POLIVALENTE CARLOS MONTANE CASTRO,Liceo Polivalente Carlos Montan\u00e9 Castro
4124,LICEO ARTURO PRAT CHACON,Liceo Arturo Prat Chac\u00f3n
4140,LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE SAN NICOL\u00c1S,Liceo Bicentenario de Excelencia Polivalente San Nicol\u00e1s
4141,LICEO T\u00c9CNICO PUENTE \u00d1UBLE,Liceo T\u00e9cnico Puente \u00d1uble
4162,LICEO COMERCIAL DIEGO PORTALES PALAZUELO,Liceo Comercial Diego Portales Palazuelo
4163,LICEO LOS \u00c1NGELES A-59,Liceo Los \u00c1ngeles A-59
4164,LICEO COEDUCACIONAL SANTA MAR\u00cdA DE LOS \u00c1NGELES,Liceo Coeducacional Santa Mar\u00eda de Los \u00c1ngeles
4165,LICEO INDUSTRIAL SAMUEL VIVANCO PARADA,Liceo Industrial Samuel Vivanco Parada
4166,LICEO TECNICO JUANITA FERNANDEZ SOLAR,Liceo T\u00e9cnico Juanita Fern\u00e1ndez Solar
4175,ESCUELA THOMAS JEFFERSON,Escuela Thomas Jefferson
4180,ESCUELA ARTURO ALESSANDRI PALMA,Escuela Arturo Alessandri Palma
4190,LICEO SANTA FE,Liceo Santa Fe
4195,LICEO AGROINDUSTRIAL LLANO BLANCO,Liceo Agroindustrial Llano Blanco
4288,LICEO POLIT\u00c9CNICO GENERAL OSCAR BONILLA BRADANOV,Liceo Polit\u00e9cnico General \u00d3scar Bonilla Bradanov
4289,LICEO MANUEL AR\u00cdSTIDES ZA\u00d1ARTU,Liceo Manuel Ar\u00edstides Za\u00f1artu
4309,LICEO DE HUEPIL,Liceo de Huepil
4324,LICEO DOCTOR V\u00cdCTOR R\u00cdOS RUIZ,Liceo Doctor V\u00edctor R\u00edos Ruiz
4331,LICEO FRANCISCO BASCUNAN GUERRERO,Liceo Francisco Bascu\u00f1\u00e1n Guerrero
4333,LICEO ISABEL RIQUELME,Liceo Isabel Riquelme
4353,LICEO CARDENAL ANTONIO SAMORE,Liceo Cardenal Antonio Samor\u00e9
4375,ESCUELA RALCO LEPOY,Escuela Ralco Lepoy
4392,INSTITUTO VALLE DEL SOL QUILACO,Instituto Valle Del Sol Quilaco
4404,LICEO MIGUEL \u00c1NGEL CERDA LEIVA,Liceo Miguel \u00c1ngel Cerda Leiva
4408,LICEO CRISOL,Liceo Crisol
4446,LICEO POLIVALENTE LA FRONTERA,Liceo Polivalente la Frontera
4451,LICEO MUNICIPAL DE NACIMIENTO,Liceo Municipal de Nacimiento
4483,LICEO POLITECNICO HEROES DE LA CONCEPCI\u00d3N,Liceo Polit\u00e9cnico H\u00e9roes de la Concepci\u00f3n
4500,LICEO ISIDORA AGUIRRE TUPPER,Liceo Isidora Aguirre Tupper
4505,LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL,Liceo Padre Luis Alberto Saldes Irarr\u00e1zabal
4507,LICEO T\u00c9CNICO PROFESIONAL GONZALO GUGLIELMI MONTIEL,Liceo T\u00e9cnico Profesional Gonzalo Guglielmi Montiel
4509,LICEO MUNICIPAL RIO CLARO,Liceo Municipal R\u00edo Claro
4531,COLEGIO MARINA DE CHILE,Colegio Marina de Chile
4553,LICEO DE NI\u00d1AS,Liceo de Ni\u00f1as
4554,LICEO ANDALIEN,Liceo Andali\u00e9n
4555,LICEO ENRIQUE MOLINA GARMENDIA,Liceo Enrique Molina Garmendia
4557,LICEO EXPERIMENTAL LUCILA GODOY ALCAYAGA,Liceo Experimental Lucila Godoy Alcayaga
4558,LICEO DE ADULTOS JOS\u00c9 MANUEL BALMACEDA FERN\u00c1NDEZ,Liceo de Adultos Jos\u00e9 Manuel Balmaceda Fern\u00e1ndez
4559,LICEO LORENZO ARENAS OLIVO,Liceo Lorenzo Arenas Olivo
4560,LICEO CHIGUAYANTE,Liceo Chiguayante
4561,LICEO JUAN MARTINEZ DE ROZAS,Liceo Juan Mart\u00ednez de Rozas
4562,LICEO SAN PEDRO,Liceo San Pedro
4563,LICEO REP\u00daBLICA DEL ECUADOR,Liceo Rep\u00fablica del Ecuador
4564,COLEGIO BICENTENARIO REP\u00daBLICA DEL BRASIL,Colegio Bicentenario Rep\u00fablica del Brasil
4565,LICEO DOMINGO SANTA MAR\u00cdA,Liceo Domingo Santa Mar\u00eda
4571,LICEO JOSE HIPOLITO SALAS Y TORO,Liceo Jos\u00e9 Hip\u00f3lito Salas y Toro
4572,COLEGIO GRAN BRETA\u00d1A,Colegio Gran Breta\u00f1a
4574,COLEGIO ESPA\u00d1A,Colegio Espa\u00f1a
4577,LICEO REP\u00daBLICA DE ISRAEL,Liceo Rep\u00fablica de Israel
4585,LICEO REBECA MATTE BELLO,Liceo Rebeca Matte Bello
4588,COLEGIO JUAN GREGORIO LAS HERAS,Colegio Juan Gregorio Las Heras
4589,LICEO LUCERO GONZALEZ,Liceo Lucero Gonz\u00e1lez
4595,ESCUELA ENRIQUE SORO BARRIGA,Escuela Enrique Soro Barriga
4599,CENTRO DE EDUC.DE ADULTOS W.REBOLLEDO,Centro de Educaci\u00f3n de Adultos Williams Rebolledo
4615,ESCUELA BASICA BOCA DEL BIO BIO SUR,Escuela B\u00e1sica Boca del B\u00edo B\u00edo Sur
4617,COLEGIO GALVARINO DE LOMAS COLORADAS,Colegio Galvarino de Lomas Coloradas
4702,LICEO ALMIRANTE PEDRO ESPINA RITCHIE,Liceo Almirante Pedro Espina Ritchie
4703,LICEO INDUSTRIAL JUAN ANTONIO RIOS,Liceo Industrial Juan Antonio R\u00edos
4705,COLEGIO CLAUDIO MATTE PEREZ,Colegio Claudio Matte P\u00e9rez
4706,LICEO POLIVALENTE PEDRO DEL R\u00cdO ZA\u00d1ARTU,Liceo Polivalente Pedro del R\u00edo Za\u00f1artu
4707,LICEO COMERCIAL PROFESOR SERGIO MORAGA ARCIL,Liceo Comercial Profesor Sergio Moraga Arcil
4708,LICEO POLIVALENTE LAS SALINAS,Liceo Polivalente Las Salinas
4709,LICEO TECNICO,Liceo T\u00e9cnico
4711,ARTURO PRAT CHACON,Arturo Prat Chac\u00f3n
4715,LICEO SIM\u00d3N BOL\u00cdVAR,Liceo Sim\u00f3n Bol\u00edvar
4717,LICEO T\u00c9CNICO PROFESIONAL LUCILA GODOY ALCAYAGA,Liceo T\u00e9cnico Profesional Lucila Godoy Alcayaga
4733,LICEO ANITA SERRANO SEPULVEDA,Liceo Anita Serrano Sep\u00falveda
4740,C.E.I.A. HUALPENCILLO,Centro Educacional Integral de Adultos Hualpencillo
4805,LICEO PENCOPOLITANO,Liceo Pencopolitano
4825,LICEO COMERCIAL DE TOME,Liceo Comercial de Tom\u00e9
4829,LICEO VICENTE ALBERTO PALACIOS VALDES,Liceo Vicente Alberto Palacios Vald\u00e9s
4830,ESCUELA B\u00c1SICA REP\u00daBLICA DE ECUADOR,Escuela B\u00e1sica Rep\u00fablica de Ecuador
4834,ESCUELA BASICA DICHATO,Escuela B\u00e1sica Dichato
4840,ESCUELA BASICA Y ADULTOS CALIFORNIA,Escuela B\u00e1sica y Adultos California
4870,LICEO LUIS DE ALAVA,Liceo Luis de Alava
4871,LICEO COPIULEMU,Liceo Copiulemu
4888,ESCUELA BASICA QUEBRADA DE RIFFO,Escuela B\u00e1sica Quebrada de Riffo
4890,ESCUELA BASICA VILLAMAVIDA,Escuela B\u00e1sica Villamavida
4897,LICEO SAN JUAN BAUTISTA DE HUALQUI,Liceo San Juan Bautista de Hualqui
4925,LICEO NUEVA ZELANDIA,Liceo Nueva Zelandia
4926,ESCUELA RECAREDO VIGUERAS ARANEDA,Escuela Recaredo Vigueras Araneda
4948,LICEO POLITECNICO ROSAURO SANTANA RIOS,Liceo Polit\u00e9cnico Rosauro Santana R\u00edos
4949,LICEO COMERCIAL PRESIDENTE FREI MONTALVA,Liceo Comercial Presidente Frei Montalva
4951,LICEO CARLOS COUSI\u00d1O GOYENECHEA,Liceo Carlos Cousi\u00f1o Goyenechea
4965,C.E.I.A SAN LUIS DE POTOSI REP\u00daBLICA DE M\u00c9XICO,C.E.I.A San Luis de Potos\u00ed Rep\u00fablica de M\u00e9xico
4977,LICEO COMERCIAL ANDRES BELLO LOPEZ,Liceo Comercial Andres Bello L\u00f3pez
4978,ESCUELA B\u00c1SICA ADULTOS ANTONIO S\u00c1NCHEZ,Escuela B\u00e1sica Adultos Antonio S\u00e1nchez
4982,LICEO CORONEL ANTONIO SALAMANCA,Liceo Coronel Antonio Salamanca
4983,LICEO YOBILO DE CORONEL,Liceo Yobilo de Coronel
5021,LICEO T\u00c9CNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BAST\u00cdAS DE LEBU,Liceo T\u00e9cnico Profesional Doctor Rigoberto Iglesias Bast\u00edas de Lebu
5023,ESCUELA PROFESOR ALAMIRO GALLEGOS MU\u00d1OZ,Escuela Profesor Alamiro Gallegos Mu\u00f1oz
5024,LICEO ISIDORA RAMOS DE GAJARDO,Liceo Isidora Ramos de Gajardo
5047,ESCUELA LIBERTADOR GENERAL,Escuela Libertador General
5048,LICEO SAN FELIPE DE ARAUCO,Liceo San Felipe de Arauco
5051,ESCUELA B\u00c1SICA DE CARAMPANGUE,Escuela B\u00e1sica de Carampangue
5053,ESCUELA JORGE IVAN VALENZUELA ZUNIGA,Escuela Jorge Iv\u00e1n Valenzuela Z\u00fa\u00f1iga
5057,LICEO T\u00c9CNICO PESQUERO FILIDOR GAETE MONS\u00c1LVEZ,Liceo T\u00e9cnico Pesquero Filidor Gaete Mons\u00e1lvez
5084,LICEO POLIVALENTE MARIANO LATORRE,Liceo Polivalente Mariano Latorre
5086,ESCUELA CUATRO DE OCTUBRE,Escuela Cuatro de Octubre
5105,LICEO POLITECNICO CAUPOLICAN,Liceo Polit\u00e9cnico Caupolic\u00e1n
5126,LICEO HUMANISTA CIENT\u00cdFICO JOS\u00c9 DE LA CRUZ MIRANDA CORREA,Liceo Humanista Cient\u00edfico Jos\u00e9 de la Cruz Miranda Correa
5155,LICEO POLIVALENTE NAHUELBUTA,Liceo Polivalente Nahuelbuta
5216,LICEO COMERCIAL ARMANDO BRAVO BRAVO,Liceo Comercial Armando Bravo Bravo
5217,LICEO MERCEDES MANOSALVA AREVALO,Liceo Mercedes Manosalva Ar\u00e9valo
5218,LICEO ENRIQUE BALLACEY COTTEREAU,Liceo Enrique Ballacey Cottereau
5219,LICEO TECNICO JUANITA FERNANDEZ SOLAR,Liceo T\u00e9cnico Juanita Fern\u00e1ndez Solar
5270,LICEO POLITECNICO DOMINGO STA MARIA,Liceo Polit\u00e9cnico Domingo Santa Mar\u00eda
5272,ESCUELA BASICA LOS NOGALES,Escuela B\u00e1sica Los Nogales
5274,LICEO AGRICOLA FORESTAL MANZANARES,Liceo Agr\u00edcola Forestal Manzanares
5282,COMPLEJO EDUCACIONAL COLLIPULLI,Complejo Educacional Collipulli
5283,ESCUELA THOMAS ALBA EDISON,Escuela Thomas Alba Edison
5289,ESCUELA MININCO,Escuela Mininco
5323,LICEO BRIGADIER CARLOS SCHALCHLI V.,Liceo Brigadier Carlos Schalchli V.
5344,LICEO LAS ARAUCARIAS,Liceo Las Araucarias
5374,LICEO ALONSO DE ERCILLA Y ZU\u00d1IGA,Liceo Alonso de Ercilla y Z\u00fa\u00f1iga
5393,LICEO POLITECNICO MANUEL MONTT,Liceo Polit\u00e9cnico Manuel Montt
5394,LICEO JORGE ALESSANDRI RODRIGUEZ,Liceo Jorge Alessandri Rodr\u00edguez
5396,COLEGIO IGNACIO CARRERA PINTO,Colegio Ignacio Carrera Pinto
5403,ESCUELA CLAUDIO MATTE,Escuela Claudio Matte
5439,COMPLEJO EDUCACIONAL LUIS DURAND DURAND,Complejo Educacional Luis Durand Durand
5440,LICEO LUCILA GODOY ALCAYAGA,Liceo Lucila Godoy Alcayaga
5444,ESCUELA PROFESOR JUAN DE LA CRUZ MUNOZ M.,Escuela Profesor Juan de la Cruz Mu\u00f1oz M.
5470,ESCUELA BASICA REPUBLICA DE ITALIA,Escuela B\u00e1sica Rep\u00fablica de Italia
5507,LICEO MARIA AURORA GUINEZ RAMIREZ,Liceo Maria Aurora Gu\u00ed\u00f1ez Ram\u00edrez
5509,LICEO BICENTENARIO IND\u00d3MITO DE PUR\u00c9N,Liceo Bicentenario Ind\u00f3mito de Pur\u00e9n
5538,ESCUELA GUSTAVO VASQUEZ DIAZ,Escuela Gustavo V\u00e1squez D\u00edaz
5565,LICEO COMERCIAL TIBURCIO SAAVEDRA,Liceo Comercial Tiburcio Saavedra
5567,LICEO TECNOL\u00d3GICO DE LA ARAUCANIA,Liceo Tecnol\u00f3gico de la Araucan\u00eda
5568,LICEO TECNICO DE TEMUCO,Liceo T\u00e9cnico de Temuco
5569,LICEO GABRIELA MISTRAL DE TEMUCO,Liceo Gabriela Mistral de Temuco
5570,LICEO PABLO NERUDA,Liceo Pablo Neruda
5571,LICEO ANIBAL PINTO,Liceo An\u00edbal Pinto
5585,ESCUELA VILLA ALEGRE,Escuela Villa Alegre
5600,ESCUELA DE ADULTOS MANUEL ROJAS,Escuela de Adultos Manuel Rojas
5613,COMPLEJO EDUCACIONAL LA GRANJA,Complejo Educacional la Granja
5620,C.E.I.A. SELVA SAAVEDRA,Centro Educacional Integral de Adultos Selva Saavedra
5648,ESCUELA CHAPOD,Escuela Chapod
5823,LICEO H-C JORGE TEILLIER SANDOVAL,Liceo H-C Jorge Teillier Sandoval
5824,ESC. BASICA NUMERO SEIS,Escuela B\u00e1sica N\u00famero Seis
5879,LICEO ISABEL POBLETE V.,Liceo Isabel Poblete V.
5897,COLEGIO AMERICA,Colegio Am\u00e9rica
5957,LICEO MUNICIPAL ATENEA,Liceo Municipal Atenea
5959,LICEO ARTURO VALENZUELA,Liceo Arturo Valenzuela
6007,LICEO LOS ANDES,Liceo Los Andes
6027,COMPLEJO EDUCACIONAL MONSE\u00d1OR FRCO. VALDES S,Complejo Educacional Monse\u00f1or Francisco Vald\u00e9s S.
6051,LICEO DE HOTELERIA Y TURISMO,Liceo de Hoteler\u00eda y Turismo
6052,ESCUELA CARLOS HOLZAFEL,Escuela Carlos Holzafel
6084,LICEO BICENTENARIO ARAUCAN\u00cdA,Liceo Bicentenario Araucan\u00eda
6085,LICEO POLITECNICO VILLARRICA,Liceo Polit\u00e9cnico Villarrica
6163,LICEO JUAN SCHLEYER,Liceo Juan Schleyer
6223,LICEO DE CIENCIAS Y HUMANIDADES,Liceo de Ciencias y Humanidades
6230,LICEO MUNICIPAL LA FRONTERA,Liceo Municipal La Frontera
6269,COMPLEJO EDUCACIONAL ANDRES A. GORBEA,Complejo Educacional Andr\u00e9s A. Gorbea
6270,LICEO JOSE VICTORINO LASTARRIA,Liceo Jos\u00e9 Victorino Lastarria
6301,LICEO POLITECNICO ANDRES BELLO,Liceo Polit\u00e9cnico Andres Bello
6302,LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA,Liceo Bicentenario Padre Alberto Hurtado Cruchaga
6348,COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT,Complejo Educacional Mart\u00edn Kleinknecht
6397,LICEO MUNICIPAL BARROS ARANA,Liceo Municipal Barros Arana
6452,LICEO REINO DE SUECIA,Liceo Reino de Suecia
6497,COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEON,Complejo Educacional Claudio Arrau Le\u00f3n
6499,ROMILIO ADRIAZOLA,Romilio Adriazola
6500,ESCUELA DARIO SALAS DIAZ,Escuela Dar\u00edo Salas D\u00edaz
6585,LICEO LUIS GONZALEZ VASQUEZ,Liceo Luis Gonz\u00e1lez V\u00e1squez
6586,LICEO JAMES MUNDELL,Liceo James Mundell
6708,LICEO GREGORIO URRUTIA,Liceo Gregorio Urrutia
6751,INSTITUTO COMERCIAL DE VALDIVIA,Instituto Comercial de Valdivia
6752,LICEO TECNICO VALDIVIA,Liceo T\u00e9cnico Valdivia
6753,LICEO SANTA MARIA LA BLANCA,Liceo Santa Mar\u00eda la Blanca
6754,LICEO ARMANDO ROBLES RIVERA,Liceo Armando Robles Rivera
6755,LICEO INDUSTRIAL VALDIVIA,Liceo Industrial Valdivia
6756,LICEO POLIVALENTE LOS AVELLANOS,Liceo Polivalente Los Avellanos
6757,LICEO POLITECNICO BENJAMIN VICUNA MACKENNA,Liceo Polit\u00e9cnico Benjam\u00edn Vicu\u00f1a Mackenna
6766,COLEGIO TENIENTE HERNAN MERINO CORREA,Colegio Teniente Hern\u00e1n Merino Correa
6767,ESCUELA LEONARDO DA VINCI,Escuela Leonardo Da Vinci
6770,COLEGIO DE MUSICA JUAN SEBASTIAN BACH,Colegio de M\u00fasica Juan Sebasti\u00e1n Bach
6772,C.E.I.A. NARCISO GARCIA BARRIA,Centro Educacional Integral de Adultos Narciso Garc\u00eda Barr\u00eda
6779,COLEGIO MARCELA PAZ,Colegio Marcela Paz
6787,CENTRO EDUC.ADULTOS LUIS MOLL BRIONES,Centro Educaci\u00f3n de Adultos Luis Moll Briones
6846,LICEO SAN LUIS DE ALBA,Liceo San Luis de Alba
6853,LICEO POLITECNICO PESQUERO,Liceo Polit\u00e9cnico Pesquero
6866,ESCUELA RURAL ALFONSO OSSES PEREZ,Escuela Rural Alfonso Osses P\u00e9rez
6876,ESCUELA FRAY BERNABE DE LUCERNA,Escuela Fray Bernab\u00e9 de Lucerna
6886,ESCUELA VALLE DE MARIQUINA,Escuela Valle de Mariquina
