"","sexo","oficio","comuna","1990","1992","1994","1996","1998","2000","2003","2006","2009","2011","2013","2015"
"1689","Mujer","Empleados de Oficina","Nogales",27180,48285,64260,70000,180720,102500,112500,202000,209950,196920,210000,376328
"1690","Mujer","Fuerzas Armadas","Nogales",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","Mujer","Profesionales, Científicos e Intelectuales","Nogales",28992,42920,139230,1e+05,126504,340000,210000,303000,320450,415720,1400000,250000
"1692","Mujer","Técnicos y Profesionales de Nivel Medio","Nogales",35504,NA,78071,NA,150600,150000,146906,158080,184832,338800,NA,3e+05
"1693","Mujer","Trabajadores Agropecuarios y Pesqueros","Nogales",28992,NA,55692,60000,80320,1e+05,1e+05,130016,218790,235210,235000,210000
"1694","Mujer","Empleados de Oficina","Ñuñoa",37448,139490,107100,2e+05,233472,250000,250000,262600,331500,328200,6e+05,4e+05
"1695","Mujer","Fuerzas Armadas","Ñuñoa",108720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1696","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Ñuñoa",205360,489250,650590,612900,977500,913000,889200,709384,358410,2072486,1200000,1e+06
"1697","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Ñuñoa",60400,130040,178670,80000,333410,194653,140000,161600,276250,NA,525000,4e+05
"1698","Mujer","Profesionales, Científicos e Intelectuales","Ñuñoa",120800,193140,214200,280000,401600,4e+05,5e+05,555500,552500,984600,809009,1e+06
"1699","Mujer","Técnicos y Profesionales de Nivel Medio","Ñuñoa",158400,99253,176715,250000,406247,415822,350000,363680,690625,464950,676331,565000
"1700","Mujer","Trabajadores Agropecuarios y Pesqueros","Ñuñoa",61344,NA,NA,612900,NA,NA,NA,59280,NA,NA,NA,NA
"1701","Mujer","Trabajadores de Artes Mecánicas y Otros","Ñuñoa",31166,55260,248888,160000,238188,180000,209596,166026,410800,123240,137117,165000
"1702","Mujer","Trabajadores de Servicios y Vendedores","Ñuñoa",66440,96570,85680,178813,170680,190000,120000,158080,201805,328200,199000,290000
"1703","Mujer","Empleados de Oficina","Osorno",21744,71330,95854,90000,120480,120000,140000,186850,221000,235210,250000,247500
"1704","Mujer","Fuerzas Armadas","Osorno",66388,NA,NA,NA,NA,NA,NA,NA,NA,NA,86000,NA
"1705","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Osorno",175160,70452,171360,275805,342125,365200,217360,139308,338910,205400,3e+05,150000
"1706","Mujer","Profesionales, Científicos e Intelectuales","Osorno",41072,107300,130662,120000,200800,3e+05,330000,425704,442000,636300,610000,6e+05
"1707","Mujer","Técnicos y Profesionales de Nivel Medio","Osorno",49500,55796,107100,63000,175700,185000,197600,196950,309400,328200,3e+05,380000
"1708","Mujer","Trabajadores Agropecuarios y Pesqueros","Osorno",15840,58710,NA,25538,58650,1e+05,59280,59280,82160,133510,205000,241000
"1709","Mujer","Trabajadores de Artes Mecánicas y Otros","Osorno",31408,50815,70607,65000,35190,1e+05,33592,39520,202150,98460,98000,110000
"1710","Mujer","Trabajadores de Servicios y Vendedores","Osorno",19979,40774,75650,79500,88352,74500,120000,116150,182325,184886,160000,2e+05
"1711","Mujer","Empleados de Oficina","Ovalle",24160,57993,84074,92500,155620,1e+05,175000,151500,182325,199108,220000,295144
"1712","Mujer","Fuerzas Armadas","Ovalle",60400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","Mujer","Profesionales, Científicos e Intelectuales","Ovalle",43088,128760,137088,160000,215860,3e+05,3e+05,303000,414375,492960,5e+05,6e+05
"1714","Mujer","Técnicos y Profesionales de Nivel Medio","Ovalle",36240,85840,59211,124036,200800,NA,180000,202000,246480,319448,286710,3e+05
"1715","Mujer","Trabajadores Agropecuarios y Pesqueros","Ovalle",32616,40238,38760,61290,43988,1e+05,112500,156550,102700,199655,210000,150000
"1716","Mujer","Trabajadores de Artes Mecánicas y Otros","Ovalle",117664,30089,12104,25538,60240,8400,104280,188380,256750,154050,140000,1e+05
"1717","Mujer","Trabajadores de Servicios y Vendedores","Ovalle",41555,42920,59976,70000,80822,1e+05,116780,133825,176800,196920,190000,222500
"1718","Mujer","Empleados de Oficina","Paillaco",24160,82554,41234,NA,NA,NA,138886,138488,254150,199108,2e+05,250000
"1719","Mujer","Fuerzas Armadas","Paillaco",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","Mujer","Profesionales, Científicos e Intelectuales","Paillaco",55440,NA,246330,NA,NA,NA,385000,258560,386750,443070,725557,8e+05
"1721","Mujer","Técnicos y Profesionales de Nivel Medio","Paillaco",31408,69745,62118,NA,NA,NA,95000,252500,254150,297568,245000,315000
"1722","Mujer","Trabajadores Agropecuarios y Pesqueros","Paillaco",36240,978500,37825,NA,NA,NA,NA,126250,74035,282425,203500,50000
"1723","Mujer","Trabajadores de Artes Mecánicas y Otros","Paillaco",23918,39140,78172,NA,NA,NA,98800,69160,308100,202390,138000,80000
"1724","Mujer","Empleados de Oficina","Paine",30200,59015,74622,70000,150600,135000,180000,154025,203320,328200,234598,310000
"1725","Mujer","Fuerzas Armadas","Paine",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","Mujer","Profesionales, Científicos e Intelectuales","Paine",48320,87986,42840,127000,185740,216500,3e+05,303000,464100,437600,735000,525000
"1727","Mujer","Técnicos y Profesionales de Nivel Medio","Paine",36844,137188,82253,74500,146624,305000,2e+05,202000,212712,273500,3e+05,250000
"1728","Mujer","Trabajadores Agropecuarios y Pesqueros","Paine",33824,45066,77112,70000,97388,NA,80000,267650,187850,199108,210000,240000
"1729","Mujer","Trabajadores de Artes Mecánicas y Otros","Paine",28992,40130,41608,NA,90541,242600,106000,138875,30810,131280,214590,177930
"1730","Mujer","Trabajadores de Servicios y Vendedores","Paine",38294,53650,53550,80752,102229,96000,130000,150253,204425,218800,190000,250000
"1731","Mujer","Empleados de Oficina","Paredones",22348,53650,85144,NA,NA,115000,NA,109080,182325,328200,5e+05,240000
"1732","Mujer","Fuerzas Armadas","Paredones",57078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1733","Mujer","Profesionales, Científicos e Intelectuales","Paredones",50736,77792,139230,NA,NA,204000,NA,338350,497250,NA,415000,480000
"1734","Mujer","Técnicos y Profesionales de Nivel Medio","Paredones",39600,85840,NA,NA,NA,137500,NA,394198,NA,NA,524000,336000
"1735","Mujer","Trabajadores Agropecuarios y Pesqueros","Paredones",9900,NA,90780,NA,NA,182600,NA,39520,NA,123240,465000,230000
"1736","Mujer","Trabajadores de Artes Mecánicas y Otros","Paredones",9900,NA,22695,NA,NA,27390,NA,98800,NA,102700,NA,NA
"1737","Mujer","Empleados de Oficina","Parral",17588,42920,64260,104599,126572,1e+05,150000,136350,190612,262560,216300,247500
"1738","Mujer","Fuerzas Armadas","Parral",50132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598484
"1739","Mujer","Profesionales, Científicos e Intelectuales","Parral",31408,82621,160650,175000,210840,2e+05,220000,303000,442000,475890,7e+05,660000
"1740","Mujer","Técnicos y Profesionales de Nivel Medio","Parral",31408,87986,83538,243225,150600,215000,NA,159075,331500,344610,5e+05,416000
"1741","Mujer","Trabajadores Agropecuarios y Pesqueros","Parral",30442,332690,107100,66083,62248,NA,95578,250108,NA,205400,19000,215750
"1742","Mujer","Empleados de Oficina","Pelarco",21744,NA,48195,NA,78784,150000,120000,136350,198900,202390,255000,245000
"1743","Mujer","Técnicos y Profesionales de Nivel Medio","Pelarco",31680,NA,NA,NA,102408,48000,180000,404000,229078,273500,370000,480000
"1744","Mujer","Empleados de Oficina","Pelluhue",59400,75110,NA,NA,NA,150000,94000,131300,165750,222301,NA,430000
"1745","Mujer","Fuerzas Armadas","Pelluhue",63420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","Mujer","Técnicos y Profesionales de Nivel Medio","Pelluhue",42570,53650,107100,NA,NA,280000,3e+05,166650,221000,NA,NA,339880
"1747","Mujer","Trabajadores Agropecuarios y Pesqueros","Pelluhue",3020,29355,109247,NA,39100,NA,89969,42375,77350,164320,120000,NA
"1748","Mujer","Empleados de Oficina","Peñaflor",27180,91205,88358,80000,180720,180000,190000,151500,226574,278970,310000,4e+05
"1749","Mujer","Fuerzas Armadas","Peñaflor",54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Peñaflor",78520,1174200,374850,NA,117300,182600,610000,237120,727683,346440,150000,8e+05
"1751","Mujer","Profesionales, Científicos e Intelectuales","Peñaflor",51340,158993,85680,224000,351400,350000,424400,453965,475150,668434,5e+05,558969
"1752","Mujer","Técnicos y Profesionales de Nivel Medio","Peñaflor",47112,70592,74970,150000,150600,2e+05,2e+05,252500,325975,656400,650000,350000
"1753","Mujer","Trabajadores Agropecuarios y Pesqueros","Peñaflor",31408,NA,NA,NA,602400,128500,256854,NA,259025,205400,210000,NA
"1754","Mujer","Trabajadores de Artes Mecánicas y Otros","Peñaflor",42758,42920,59762,75528,135540,142262,160000,259300,221000,308100,280000,225000
"1755","Mujer","Trabajadores de Servicios y Vendedores","Peñaflor",54946,64380,83002,1e+05,146625,104000,118280,129785,185088,203895,210000,240000
"1756","Mujer","Trabajadores No Calificados","Peñaflor",9900,42920,53550,1e+05,81324,80000,86000,123725,154700,199108,2e+05,175000
"1757","Mujer","Empleados de Oficina","Peñalolén",25670,64380,74970,1e+05,165660,177841,150000,181800,240890,196920,250000,326379
"1758","Mujer","Fuerzas Armadas","Peñalolén",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","Mujer","Profesionales, Científicos e Intelectuales","Peñalolén",56172,155585,415012,98000,170680,3e+05,3e+05,404000,607750,842380,515000,8e+05
"1760","Mujer","Técnicos y Profesionales de Nivel Medio","Peñalolén",41580,112665,96390,NA,150600,137500,220000,252500,270725,306320,275000,485000
"1761","Mujer","Trabajadores Agropecuarios y Pesqueros","Peñalolén",32616,NA,NA,NA,NA,84000,115000,106050,NA,NA,313086,220500
"1762","Mujer","Empleados de Oficina","Penco",21140,63844,107714,150000,120480,120000,150000,148470,218866,210595,250000,230000
"1763","Mujer","Fuerzas Armadas","Penco",36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","Mujer","Profesionales, Científicos e Intelectuales","Penco",42280,80475,178603,220000,351400,225000,299500,505000,497250,454010,373500,5e+05
"1765","Mujer","Técnicos y Profesionales de Nivel Medio","Penco",33524,64380,73100,130000,145580,2e+05,181500,171700,243100,328200,264500,246000
"1766","Mujer","Trabajadores Agropecuarios y Pesqueros","Penco",43960,NA,NA,NA,85340,NA,49760,79040,NA,NA,50000,NA
"1767","Mujer","Trabajadores de Servicios y Vendedores","Penco",37448,42920,55772,70000,93079,95000,135000,110090,148070,109400,175000,245500
"1768","Mujer","Empleados de Oficina","Pica",31408,42920,267750,90000,128010,130000,135000,146450,226551,437600,280000,3e+05
"1769","Mujer","Fuerzas Armadas","Pica",64628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Pica",47112,65233,30260,541395,185725,246510,237120,395200,424320,410800,260000,2e+05
"1771","Mujer","Profesionales, Científicos e Intelectuales","Pica",32012,96570,NA,205000,321280,398000,3e+05,353500,552500,656400,5e+05,1e+06
"1772","Mujer","Técnicos y Profesionales de Nivel Medio","Pica",54450,NA,135482,2e+05,NA,NA,150000,181800,265200,492300,938071,450000
"1773","Mujer","Trabajadores Agropecuarios y Pesqueros","Pica",20168,55367,NA,80000,85340,127820,138320,180631,102700,143780,120000,240000
"1774","Mujer","Trabajadores de Artes Mecánicas y Otros","Pica",18120,58710,NA,122580,50200,109560,138320,129760,NA,308100,5e+05,2e+05
"1775","Mujer","Empleados de Oficina","Pirque",36240,64380,96390,NA,230920,165000,325000,191900,198900,312867,350000,350000
"1776","Mujer","Fuerzas Armadas","Pirque",82434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Pirque",356400,1183985,195177,NA,451800,200860,871457,642200,328640,587404,350000,638605
"1778","Mujer","Profesionales, Científicos e Intelectuales","Pirque",85812,171680,160650,NA,401600,6e+05,474400,707000,820865,481360,550000,1e+06
"1779","Mujer","Técnicos y Profesionales de Nivel Medio","Pirque",43008,50968,426445,NA,351400,370000,175000,256405,271049,309498,4e+05,625000
"1780","Mujer","Trabajadores Agropecuarios y Pesqueros","Pirque",39864,95339,73899,NA,114930,821700,3e+05,133825,154700,212236,190000,230000
"1781","Mujer","Trabajadores de Artes Mecánicas y Otros","Pirque",99000,42920,60520,NA,234600,120000,110099,144935,369720,196920,111000,50000
"1782","Mujer","Trabajadores de Servicios y Vendedores","Pirque",102740,58710,88230,NA,115460,1e+05,110000,145695,176800,196920,175000,350000
"1783","Mujer","Empleados de Oficina","Pitrufquén",12080,130040,NA,99500,128512,135000,105564,196950,254150,161912,210000,289000
"1784","Mujer","Fuerzas Armadas","Pitrufquén",61004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1785","Mujer","Profesionales, Científicos e Intelectuales","Pitrufquén",41072,85840,NA,150000,129516,150000,360000,303000,373668,384758,4e+05,6e+05
"1786","Mujer","Técnicos y Profesionales de Nivel Medio","Pitrufquén",104804,64380,NA,157500,271080,160000,240000,363600,393229,268030,358000,211722
"1787","Mujer","Trabajadores Agropecuarios y Pesqueros","Pitrufquén",77430,NA,NA,102150,39100,NA,153000,98800,161070,NA,250000,241000
"1788","Mujer","Trabajadores de Artes Mecánicas y Otros","Pitrufquén",3960,NA,NA,76617,78200,90000,115000,88729,215670,NA,20000,125000
"1789","Mujer","Empleados de Oficina","Porvenir",52597,32190,133875,1e+05,94376,102500,165000,181800,243100,217159,250000,560000
"1790","Mujer","Fuerzas Armadas","Porvenir",24160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000
"1791","Mujer","Técnicos y Profesionales de Nivel Medio","Porvenir",44196,84230,149940,180000,180720,227500,257000,343400,331500,501052,425000,450000
"1792","Mujer","Empleados de Oficina","Pozo Almonte",23910,NA,NA,NA,160640,1e+05,125000,151500,331500,218800,350000,302000
"1793","Mujer","Técnicos y Profesionales de Nivel Medio","Pozo Almonte",15167,NA,NA,3e+05,289152,182600,170000,139380,287300,229740,4e+05,350000
"1794","Mujer","Trabajadores de Artes Mecánicas y Otros","Pozo Almonte",37448,NA,NA,51075,168030,97444,59280,59280,240825,306320,80000,180000
"1795","Mujer","Empleados de Oficina","Providencia",36240,160950,214200,3e+05,301200,350000,250000,323200,309400,464950,363000,6e+05
"1796","Mujer","Fuerzas Armadas","Providencia",120800,NA,NA,NA,NA,NA,490000,NA,NA,NA,1e+06,1200000
"1797","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Providencia",362400,858400,1059100,3e+05,1104400,4e+05,1284400,592800,784550,1312800,695000,1050000
"1798","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Providencia",241600,NA,NA,NA,617739,NA,1e+05,NA,205400,NA,6e+05,550000
"1799","Mujer","Profesionales, Científicos e Intelectuales","Providencia",120800,214600,299880,350000,451800,7e+05,5e+05,606000,852800,1203400,1e+06,1e+06
"1800","Mujer","Técnicos y Profesionales de Nivel Medio","Providencia",134060,107816,149940,560591,421680,573900,546400,484800,694850,629050,7e+05,850000
"1801","Mujer","Trabajadores Agropecuarios y Pesqueros","Providencia",31408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166660
"1802","Mujer","Trabajadores de Artes Mecánicas y Otros","Providencia",31408,293550,189648,NA,NA,NA,395200,197600,195130,102700,NA,325000
"1803","Mujer","Empleados de Oficina","Pucón",22952,52899,64260,80000,115460,120000,173100,136350,169616,218800,210000,243000
"1804","Mujer","Fuerzas Armadas","Pucón",57984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","Mujer","Profesionales, Científicos e Intelectuales","Pucón",31408,NA,NA,185500,301200,235000,450000,1073640,445190,382900,412500,670000
"1806","Mujer","Técnicos y Profesionales de Nivel Medio","Pucón",39600,112665,96390,NA,NA,150000,3e+05,126250,286195,355210,210000,3e+05
"1807","Mujer","Trabajadores Agropecuarios y Pesqueros","Pucón",7248,39140,NA,30645,NA,54780,NA,131300,123240,NA,150000,240500
"1808","Mujer","Empleados de Oficina","Pudahuel",24160,53650,85680,120000,161491,168946,150000,181800,221000,218800,275000,3e+05
"1809","Mujer","Fuerzas Armadas","Pudahuel",42280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Pudahuel",49528,34228,91035,120000,85205,120000,152500,202000,176800,273500,210000,265000
"1811","Mujer","Profesionales, Científicos e Intelectuales","Pudahuel",54360,85840,85680,150000,200298,280000,490000,404000,436475,291004,6e+05,525000
"1812","Mujer","Técnicos y Profesionales de Nivel Medio","Pudahuel",29700,62234,106564,140000,150600,230000,190000,252500,240338,229740,380000,4e+05
"1813","Mujer","Trabajadores Agropecuarios y Pesqueros","Pudahuel",34428,NA,NA,NA,NA,98500,119012,NA,NA,196920,NA,260000
"1814","Mujer","Trabajadores de Artes Mecánicas y Otros","Pudahuel",26281,51504,32529,85968,97750,110000,1e+05,151500,184860,205400,190000,215500
"1815","Mujer","Trabajadores de Servicios y Vendedores","Pudahuel",31408,58710,80325,84500,117300,120000,123786,159840,201805,209611,2e+05,250000
"1816","Mujer","Empleados de Oficina","Puente Alto",36240,85840,91035,125000,138050,165000,2e+05,202000,232148,273500,280000,312500
"1817","Mujer","Fuerzas Armadas","Puente Alto",72480,NA,171360,NA,NA,NA,NA,NA,NA,NA,NA,550000
"1818","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Puente Alto",108720,88065,211820,408600,156400,182600,197600,158080,410800,410800,150000,3e+05
"1819","Mujer","Profesionales, Científicos e Intelectuales","Puente Alto",54360,93888,128520,2e+05,281120,3e+05,350000,368650,442000,576594,520000,6e+05
"1820","Mujer","Técnicos y Profesionales de Nivel Medio","Puente Alto",75840,91205,85680,125000,200800,190000,240830,222200,309400,328200,3e+05,420000
"1821","Mujer","Trabajadores Agropecuarios y Pesqueros","Puente Alto",35092,NA,NA,NA,NA,NA,NA,117934,182325,131280,40000,4e+05
"1822","Mujer","Trabajadores de Artes Mecánicas y Otros","Puente Alto",36240,53650,80325,121290,110440,1e+05,158080,159840,176800,143780,2e+05,150000
"1823","Mujer","Trabajadores No Calificados","Puente Alto",99000,32190,64260,90000,96565,1e+05,1e+05,136350,159510,199655,2e+05,218000
"1824","Mujer","Empleados de Oficina","Puerto Montt",24160,85840,107100,96000,120480,180000,136648,202000,232050,218800,250000,295000
"1825","Mujer","Fuerzas Armadas","Puerto Montt",65836,NA,NA,NA,NA,NA,NA,NA,NA,295380,NA,NA
"1826","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Puerto Montt",54360,42920,87822,52000,108635,1e+05,494000,146450,176800,199108,230000,270000
"1827","Mujer","Profesionales, Científicos e Intelectuales","Puerto Montt",42884,97700,171360,265000,251000,280000,3e+05,454500,607750,629050,625000,580000
"1828","Mujer","Técnicos y Profesionales de Nivel Medio","Puerto Montt",51084,75110,128520,150000,190760,165000,180000,202000,279565,328200,290000,370000
"1829","Mujer","Trabajadores Agropecuarios y Pesqueros","Puerto Montt",33824,33293,416075,60000,102112,85000,135000,130640,123240,164210,135000,245500
"1830","Mujer","Trabajadores de Artes Mecánicas y Otros","Puerto Montt",31408,38092,55692,54000,130520,90000,140000,116150,123240,199108,161000,220500
"1831","Mujer","Trabajadores de Servicios y Vendedores","Puerto Montt",24348,56328,74970,85860,105420,100250,115000,134904,176800,198014,2e+05,241000
"1832","Mujer","Trabajadores No Calificados","Puerto Montt",24160,33263,53550,50000,75300,62500,80000,101000,132600,164320,150000,180000
"1833","Mujer","Empleados de Oficina","Puerto Octay",21744,53650,358785,NA,NA,135000,120000,136350,994500,164100,161000,3e+05
"1834","Mujer","Fuerzas Armadas","Puerto Octay",57380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835","Mujer","Profesionales, Científicos e Intelectuales","Puerto Octay",54360,85840,NA,NA,NA,3e+05,367500,388850,442000,NA,5e+05,1100000
"1836","Mujer","Técnicos y Profesionales de Nivel Medio","Puerto Octay",59400,97850,NA,NA,NA,2e+05,NA,202000,481650,262560,230000,384516
"1837","Mujer","Trabajadores Agropecuarios y Pesqueros","Puerto Octay",27784,32190,75650,NA,NA,80000,101486,58094,176800,43760,NA,131000
"1838","Mujer","Empleados de Oficina","Puerto Varas",19932,70008,96390,155000,160640,170000,130000,161600,243100,251620,250000,348780
"1839","Mujer","Fuerzas Armadas","Puerto Varas",50736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840","Mujer","Profesionales, Científicos e Intelectuales","Puerto Varas",61608,268250,187425,250000,396300,374000,364461,404000,469625,711100,5e+05,635000
"1841","Mujer","Técnicos y Profesionales de Nivel Medio","Puerto Varas",49500,105690,246100,4e+05,215358,210000,180000,237350,221000,251620,5e+05,375000
"1842","Mujer","Trabajadores Agropecuarios y Pesqueros","Puerto Varas",49500,NA,64260,347310,195500,15000,120500,98800,66300,112970,50000,250000
"1843","Mujer","Trabajadores de Artes Mecánicas y Otros","Puerto Varas",31408,NA,90780,NA,171062,82000,178560,151500,308100,379990,8e+05,3e+05
"1844","Mujer","Empleados de Oficina","Punta Arenas",25972,67080,128520,1e+05,119978,250000,2e+05,202000,187850,273500,3e+05,350000
"1845","Mujer","Fuerzas Armadas","Punta Arenas",84560,109446,NA,4e+05,NA,NA,NA,NA,NA,1531600,430000,6e+05
"1846","Mujer","Profesionales, Científicos e Intelectuales","Punta Arenas",50736,128760,214200,245000,301200,4e+05,4e+05,505000,425425,656400,730870,775000
"1847","Mujer","Técnicos y Profesionales de Nivel Medio","Punta Arenas",39600,150220,107100,170000,200800,330000,3e+05,353500,370175,328200,381912,430714
"1848","Mujer","Trabajadores Agropecuarios y Pesqueros","Punta Arenas",89100,58906,170212,141076,120480,182600,355680,79040,286195,369720,275000,3e+05
"1849","Mujer","Trabajadores de Artes Mecánicas y Otros","Punta Arenas",36240,56789,66938,68286,78200,120000,70000,161600,121972,164100,150000,155000
"1850","Mujer","Empleados de Oficina","Purranque",16308,32190,NA,105000,150600,234000,131665,136855,209950,192544,240000,4e+05
"1851","Mujer","Fuerzas Armadas","Purranque",65232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1852","Mujer","Profesionales, Científicos e Intelectuales","Purranque",39260,NA,NA,175000,251000,273900,350000,317645,320450,875200,598750,5e+05
"1853","Mujer","Técnicos y Profesionales de Nivel Medio","Purranque",39600,86018,NA,260000,180720,308000,75000,128270,253598,361020,270000,360000
"1854","Mujer","Trabajadores Agropecuarios y Pesqueros","Purranque",24160,NA,NA,NA,NA,150645,98800,79920,112970,NA,NA,70000
"1855","Mujer","Empleados de Oficina","Quilicura",24160,112665,107100,NA,160640,155250,150000,191900,276250,240680,375000,340000
"1856","Mujer","Fuerzas Armadas","Quilicura",57380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1857","Mujer","Profesionales, Científicos e Intelectuales","Quilicura",51944,122322,171360,NA,301200,375000,427500,454500,552500,492960,889057,6e+05
"1858","Mujer","Técnicos y Profesionales de Nivel Medio","Quilicura",44550,101184,97996,NA,178210,350358,175000,368650,330070,273500,4e+05,417500
"1859","Mujer","Trabajadores Agropecuarios y Pesqueros","Quilicura",37920,40774,105910,NA,NA,NA,494000,NA,160225,NA,NA,NA
"1860","Mujer","Trabajadores de Artes Mecánicas y Otros","Quilicura",47652,46139,85680,NA,97750,113780,98019,141400,148674,218800,2e+05,280000
"1861","Mujer","Trabajadores de Servicios y Vendedores","Quilicura",31408,42920,74970,NA,122754,120000,150000,150253,200352,199108,210000,270717
"1862","Mujer","Empleados de Oficina","Quillón",10772,85706,NA,NA,NA,105000,160000,154025,154700,221535,170000,3e+05
"1863","Mujer","Fuerzas Armadas","Quillón",48320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","Mujer","Profesionales, Científicos e Intelectuales","Quillón",42280,NA,119952,NA,NA,226265,3e+05,505000,994500,384680,436663,575000
"1865","Mujer","Técnicos y Profesionales de Nivel Medio","Quillón",34650,NA,31595,NA,NA,156940,149338,643300,149728,218800,315000,257000
"1866","Mujer","Trabajadores Agropecuarios y Pesqueros","Quillón",27180,NA,NA,NA,NA,91300,43472,12120,164320,230938,109500,90000
"1867","Mujer","Trabajadores de Artes Mecánicas y Otros","Quillón",26576,NA,NA,NA,NA,NA,97018,98800,88566,NA,NA,105000
"1868","Mujer","Empleados de Oficina","Quillota",17516,85840,93177,1e+05,111444,130000,180000,139885,198900,275758,225000,325000
"1869","Mujer","Fuerzas Armadas","Quillota",75500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1870","Mujer","Profesionales, Científicos e Intelectuales","Quillota",42280,67062,171360,2e+05,291160,350000,356797,303000,519350,437600,5e+05,6e+05
"1871","Mujer","Técnicos y Profesionales de Nivel Medio","Quillota",44078,268250,321300,171720,160640,180000,188800,252500,243100,196920,290000,320000
"1872","Mujer","Trabajadores Agropecuarios y Pesqueros","Quillota",31423,40774,NA,63994,84838,1e+05,155800,136350,175695,153160,210000,240500
"1873","Mujer","Trabajadores de Servicios y Vendedores","Quillota",81661,56180,85680,85000,86344,1e+05,115000,121200,189508,167382,210000,235000
"1874","Mujer","Empleados de Oficina","Quilpué",28992,53650,85680,170000,119470,150000,167400,181800,221000,218800,3e+05,280000
"1875","Mujer","Fuerzas Armadas","Quilpué",67648,NA,NA,NA,150600,NA,NA,NA,NA,NA,NA,NA
"1876","Mujer","Profesionales, Científicos e Intelectuales","Quilpué",102680,110519,171360,204300,273846,250000,280000,343400,475150,574350,510000,540000
"1877","Mujer","Técnicos y Profesionales de Nivel Medio","Quilpué",54326,50968,117810,143000,135540,169214,150000,187106,270725,319995,280000,375000
"1878","Mujer","Trabajadores Agropecuarios y Pesqueros","Quilpué",5940,NA,NA,70000,150600,60000,21500,118560,NA,NA,210000,230000
"1879","Mujer","Trabajadores de Artes Mecánicas y Otros","Quilpué",50354,40774,75650,89774,100400,151300,29640,93860,246480,164320,210000,165000
"1880","Mujer","Empleados de Oficina","Quinta Normal",27784,54723,107100,113000,140560,160000,120000,181800,331500,208954,3e+05,305000
"1881","Mujer","Fuerzas Armadas","Quinta Normal",47541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1882","Mujer","Miembros del Poder Ejecutivo y Cuerpos Legislativos","Quinta Normal",120800,352260,2360280,612900,391000,146080,296400,355680,230137,287560,3e+05,225000
"1883","Mujer","Operadores y Montadores de Instalaciones y Máquinas","Quinta Normal",60400,83694,88358,90000,88352,140212,120000,259300,246480,616200,210000,272500
"1884","Mujer","Profesionales, Científicos e Intelectuales","Quinta Normal",48320,112360,85680,2e+05,266060,3e+05,390000,378750,546975,601700,460000,663977
"1885","Mujer","Técnicos y Profesionales de Nivel Medio","Quinta Normal",45300,105154,101745,170000,170680,150000,2e+05,303000,331500,205400,430000,5e+05
"1886","Mujer","Trabajadores Agropecuarios y Pesqueros","Quinta Normal",39600,NA,NA,NA,160640,NA,NA,NA,NA,NA,NA,NA
"1887","Mujer","Trabajadores de Artes Mecánicas y Otros","Quinta Normal",30200,63030,91035,60000,138520,110808,108985,197600,205400,214424,120000,213000
