"","sex","company_size","geography_name","geography_id","year","weighted_median"
"1993","Mujer","De 5 a 10 personas","Bíobío","p83",2011,210744.028636207
"1994","Mujer","De 5 a 10 personas","Bíobío","p83",2012,244014.875042256
"1995","Mujer","De 5 a 10 personas","Bíobío","p83",2013,160296.475205794
"1996","Mujer","De 5 a 10 personas","Bíobío","p83",2014,217279.500900898
"1997","Mujer","De 5 a 10 personas","Bíobío","p83",2015,202861.534042757
"1998","Mujer","De 5 a 10 personas","Cachapoal","p61",2010,179937.266773063
"1999","Mujer","De 5 a 10 personas","Cachapoal","p61",2011,250000
"2000","Mujer","De 5 a 10 personas","Cachapoal","p61",2012,192418.847307792
"2001","Mujer","De 5 a 10 personas","Cachapoal","p61",2013,210000
"2002","Mujer","De 5 a 10 personas","Cachapoal","p61",2014,229802.956980497
"2003","Mujer","De 5 a 10 personas","Cachapoal","p61",2015,241040.596944086
"2004","Mujer","De 5 a 10 personas","Capitán Prat","p113",2010,179876.893014167
"2005","Mujer","De 5 a 10 personas","Capitán Prat","p113",2011,448561.624518191
"2006","Mujer","De 5 a 10 personas","Capitán Prat","p113",2012,582615.979381443
"2007","Mujer","De 5 a 10 personas","Cardenal Caro","p62",2010,160223.100594569
"2008","Mujer","De 5 a 10 personas","Cardenal Caro","p62",2011,210235.584391882
"2009","Mujer","De 5 a 10 personas","Cardenal Caro","p62",2012,200841.598613757
"2010","Mujer","De 5 a 10 personas","Cardenal Caro","p62",2013,199897.184571979
"2011","Mujer","De 5 a 10 personas","Cardenal Caro","p62",2014,282488.801742288
"2012","Mujer","De 5 a 10 personas","Cardenal Caro","p62",2015,222112.29766486
"2013","Mujer","De 5 a 10 personas","Cauquenes","p72",2010,137289.127636963
"2014","Mujer","De 5 a 10 personas","Cauquenes","p72",2011,129695.281950449
"2015","Mujer","De 5 a 10 personas","Cauquenes","p72",2012,352586.811141388
"2016","Mujer","De 5 a 10 personas","Cauquenes","p72",2013,146696.982892243
"2017","Mujer","De 5 a 10 personas","Cauquenes","p72",2014,172276.79551778
"2018","Mujer","De 5 a 10 personas","Cauquenes","p72",2015,230382.029392135
"2019","Mujer","De 5 a 10 personas","Cautín","p91",2010,171493.00859306
"2020","Mujer","De 5 a 10 personas","Cautín","p91",2011,212047.343025929
"2021","Mujer","De 5 a 10 personas","Cautín","p91",2012,229017.285985522
