candidato_id,candidato,candidato_2
976.0,Carlos Cuadrado Prats,
977.0,Carolina Plaza Guzman,
978.0,Victor Mauricio Urzua Maulen,
979.0,Osvaldo Javier Navarro Jamett,
980.0,Denis Enrique Cortes Vargas,
981.0,Raul Musa Ureta,
982.0,Maria Diaz Vega,
983.0,Gonzalo Duran Baronti,
984.0,Antonio Garrido Mardones,
985.0,Rodrigo Barco Sanchez,
986.0,Mauricio Alejandro Vargas Soto,
987.0,Mauricio Alejandro Soria Macchiavello,
988.0,Luz Ebensperger Orrego,
989.0,Miguel Alfredo Rocha Sarmiento,
990.0,Myla Etelvina Chavez Fajardo,
991.0,Miguel Diaz Cid,
992.0,Carlos Adasme Godoy,
993.0,Hernan Leiva Lissembart,
994.0,Carlos Alberto Navarro Gallinato,
995.0,Pedro Pablo Edmunds Paoa,
996.0,Sofia Faundez Hey,
997.0,Lynn Rapu Tuki,
998.0,Leopoldo Gonzalez Charpentier,
999.0,Scheila Recabarren Schiller,
1000.0,Santiago Rebolledo Pizarro,
1001.0,Marcelo Alfaro Valdes,
1002.0,Irma Edith Perez Llanquin,
1003.0,Maite Larrondo Laborde,
1004.0,Filomena Navia Hevia,
1005.0,Darma Odette Lopez Torres,
1006.0,Luis Eduardo Gaete Pulgar,
1007.0,Gaston Fernandez Mori,
1008.0,Hector Osorio Monrreal,
1009.0,Ricardo Hernan Beas Gonzalez,
1010.0,Rodolfo Carter Fernandez,
1011.0,David Peralta Castro,
1012.0,Juan Carlos Zurita Medina,
1013.0,Alexis Schumacher Verdugo,
1014.0,Maria Olga Morales Morales,
1015.0,Felipe Delpin Aguilar,
1016.0,Natalia Valentina Castillo Munoz,
1017.0,Vivian Maira Smith,
1018.0,Antonio Rivas Figueroa,
1019.0,Marisol Jacqueline Llanos Prado,
1020.0,Yerko Galleguillos Ossandon,
1021.0,Uberlinda Aquea Barraza,
1022.0,Rodrigo Sanchez Villalobos,
1023.0,Juan Ibacache Ibacache,
1024.0,Sergio Rosendo Cardoza Villegas,
1025.0,Claudia Pizarro Pena,
1026.0,Olga Gonzalez del Riego Garcia,
1027.0,Diego Iglesias Carranza,
1028.0,Jose Anselmo Hidalgo Zamora,
1029.0,Adolfo Rojas Perez,
1030.0,Jorge Alejandro Nunez Sandoval,
1031.0,Jose Manuel Palacios Parra,
1032.0,Raul Donckaster Fernandez,
1033.0,Pedro Davis Urzua,
1034.0,Gabriel Luna Navarro,
1035.0,Roberto Jacob Jure,
1036.0,Yuri Alejandro Olivares Olivares,
1037.0,Hanne Utreras Peyrin,
1038.0,Alex Fernando Garrido Tapia,
1039.0,Nicolas Alberto Jarufe Giadalah,
1040.0,Luciano Esquivel Galleguillos,
1041.0,Luis Eduardo Vega Gonzalez,
1042.0,Aldo Pinuer Solis,
1043.0,Maria Angelica Astudillo Mautz,
1044.0,Mario Osvaldo Ortiz Cuevas,
1045.0,Mario Rubin Naipayan Pardo,
1046.0,Miguel Meza Shwenke,
1047.0,Herman Andres Portales Osorio,
1048.0,Alberto Bernabe Rodriguez Molina,
1049.0,Excequiel Gallardo Cortez,
1050.0,Nelson Opazo Lopez,
1051.0,Gaspar Aldea Cadagan,
1052.0,Doly Paola Cadagan Mardones,
1053.0,Oscar Claudio Cespedes Cadagan,
1054.0,Ricardo Ritter Rodriguez,
1055.0,Jose Luis Quelin Marquez,
1056.0,Nelson Antonio Caniu Colivoro,
1057.0,Carlos Alarcon Villegas,
1058.0,Carlos Rowland Ovando,
1059.0,Vladimir Fica Toledo,
1060.0,Jose Pinto Albornoz,
1061.0,Alex Osses Osses,
1062.0,Rolando Pena Riquelme,
1063.0,Maria Luisa Vargas Pellet,
1064.0,Juan Eugenio Santana Paredes,
1065.0,Rigoberto Leiva Parra,
1066.0,Fernando Correa Cisterna,
1067.0,Juan Luis Fabia Lopez,
1069.0,David Silva Johnson,
1070.0,Willem Schuitemaker Truffello,
1071.0,Nicolas Espinoza Araya,
1072.0,Raul Alberto Schifferli Diaz,
1073.0,Marcelo Jano Morales,
1074.0,Cristian Abel Pena Morales,
1075.0,Ricardo Venegas Maldonado,
1076.0,Marcelo Fernandez Vilos,
1077.0,Hector Quiero Palacios,
1078.0,Valerie Coffin Fuenzalida,
1079.0,Daniel Morales Espindola,
1080.0,Alvaro Zamora Perez,
1081.0,Cynthia Marin Vera,
1082.0,Mario Meza Vasquez,
1083.0,Fresia Eugenia Yanez Yanez,
1084.0,Rene Acuna Echeverria,
1085.0,Marco Antonio Cornejo Ceron,
1086.0,Victor Ruben Angulo Munoz,
1087.0,Luis Orostica Salinas,
1088.0,Andrea Tarzijan Kauak,
1089.0,Walterio Vargas Gomez,
1090.0,Edgardo Raul Gonzalez Arancibia,
1091.0,Jaime Miranda Herrera,
1092.0,Carolina Montenegro Rojas,
1093.0,Felipe Guevara Stephens,
1094.0,Carlos Ward Edwards,
1095.0,Rafael Patricio Walker Salgado,
1096.0,Miguel Bruna Silva,
1097.0,Carlos Inostroza Ojeda,
1098.0,Elizabeth del Carmen Henriquez Leiva,
1099.0,Gabriel Orellana Cisterna,
1100.0,Maximiliano Rios Galleguillos,
1101.0,Ricardo Flores Gomez,
1102.0,Felipe Armijo Sanchez,
1103.0,Marco Antonio Marin Rodriguez,
1104.0,Cesar Rojas Gaete,
1105.0,Sergio Ricardo Pena Riquelme,
1106.0,Alexis Arturo Pineda Ruiz,
1107.0,Miguel Jimenez Valderrama,
1108.0,Cristian Menchaca Pinochet,
1109.0,Gonzalo Jara Reyes,
1110.0,Gilberto Nibaldo Alegria Alegria,
1111.0,Guido Barria Oyarzun,
1112.0,Juan Fuentes Cid,
1113.0,Evaristo Curical Nanco,
1114.0,Mauricio Enrique Alarcon Vidal,
1115.0,Jorge Fuentes Fetis,
1116.0,Feizal Azat Gazale,
1117.0,Manuel Rivera Martinez,
1118.0,Maria Victoria Rodriguez Herrera,
1119.0,Edith Clarisa Quiroz Ortiz,
1120.0,Marianella Benavides Cardenas,
1121.0,Antonio Ayala Abarca,
1122.0,Esteban Krause Salazar,
1123.0,Eduardo Borgono Bustos,
1124.0,Julio Rodrigo Arredondo Espinoza,
1125.0,Bernardo Canales Carrasco,
1126.0,Byron Alexander Calvert Contreras,
1127.0,Samuel Ivan Torres Sepulveda,
1128.0,Juan Carlos Farias Silva,
1129.0,Miguel Alejandro Moya Lopez,
1130.0,Simon Mansilla Roa,
1131.0,Emilio Gonzalez Burgos,
1132.0,Eduardo Abraham Meersohn Ernst,
1133.0,Guido Omar Torres Silva,
1134.0,Gaston Mella Arzola,
1135.0,Ramon Vilches Alvarez,
1136.0,Victor Hugo Gonzalez Rodriguez,
1137.0,Manuel Marcarian Julio,
1138.0,Jaime Herrera Flores,
1139.0,Jocelyn Tordecilla Jorquera,
1140.0,Jorge Omar Rojo Villarroel,
1141.0,Claudio Lohse Silva,
1142.0,Mauricio Gabriel Velasquez Valenzuela,
1143.0,Jaime Vasquez Castillo,
1144.0,Patricio Marchant Ulloa,
1145.0,Luis Ceballos Bustos,
1146.0,Sabino Enrique Rivas Ulloa,
1147.0,Manuel Painiqueo Tragnolao,
1148.0,Richard Leonelli Contreras,
1149.0,Alejandro Fuentes Inostroza,
1150.0,Alex Fuentes Inostroza,
1151.0,Jose Miguel Urrutia Celis,
1152.0,Juan Carlos Abud Parra,
1153.0,Gonzalo Montoya Riquelme,
1154.0,Sergio Puyol Carreno,
1155.0,Andres Ugarte Navarrete,
1156.0,Claudio Sepulveda Miranda,
1157.0,Irene Ojeda Munoz,
1158.0,Arturo Fernando Bravo de Petris,
1159.0,Catherine Barriga Guerra,
1160.0,Christian Vittori Munoz,
1161.0,Freddy Campusano Cerda,
1162.0,Claudia Nathalie Mix Jimenez,
1163.0,Sandra Uribe Flores,
1164.0,Valdemar Sanhueza Yevenes,
1165.0,Arturo Campos Astete,
1166.0,Luis Manuel Barra Villanueva,
1167.0,Hector Hernan Flores Penaloza,
1168.0,Zacarias Quintanilla Acevedo,
1169.0,Omar Norambuena Rivera,
1170.0,Jorge Francisco Godoy Bolvaran,
1171.0,Cesar Araos Aguirre,
1172.0,Eduardo Aguirre Gonzalez,
1173.0,Carolina Araos Escandon,
1174.0,Guillermo Rolando Mitre Gatica,
1175.0,Erwin Pacheco Ayala,
1176.0,Jaime Ramirez Marquez,
1177.0,Andres Esteban Jimenez Anabalon,
1178.0,Luis Gabriel Vasquez Galvez,
1179.0,Fresia Faundez Caceres,
1180.0,Jorge John Westermeier Estrada,
1181.0,Hardy Dimter Gallardo,
1182.0,Monica Navarro Bustamante,
1183.0,Cesar Sade Seron,
1184.0,Sergio Vega Venegas,
1185.0,Marcelino Carvajal Ferreira,
1186.0,Eduardo Navarrete Fuentes,
1187.0,Juan Carlos Espinoza Perez,
1188.0,Sara Sanhueza Castillo,
1189.0,Ivan Campos Aravena,
1190.0,Segundo Alfredo Bruna Silva,
1191.0,Alvaro Tobar Gomez,
1192.0,Raul Antonio Rojas Leon,
1193.0,Francisco Parra Pinto,
1194.0,Priscilla Elena Castillo Gerli,
1195.0,Mirtha Segura Ovalle,
1196.0,Marcelo Lobos Vergara,
1197.0,Elias Gonzalez Alvarez,
1198.0,Victor Ricardo Bahamondez Segura,
1199.0,Camilo Ossandon Espinoza,
1200.0,Ivon Guerra Aguilera,
1201.0,Mery Mora Araya,
1202.0,Luis Antonio Gallardo Gallardo,
1203.0,Sergio Medel Acosta,
1204.0,Claudia Caroca Contreras,
1205.0,Gonzalo Andres Meza Vannini,
1206.0,Jorge Alberto Rivas Figueroa,
1207.0,Francisco Jara Delgado,
1208.0,Hugo Inostroza Ramirez,
1209.0,Gerardo Montes Cisternas,
1210.0,Bernes Toloza Luna,
1211.0,Eduardo Escanilla Gaete,
1212.0,Wilson Duarte Rabello,
1213.0,Roberto Anibal Villagra Mella,
1214.0,Fernando Paredes Mansilla,
1215.0,Mario Margoni Gadler,
1216.0,Horacio Maldonado Mondaca,
1217.0,Mario Antonio Gonzalez Soto,
1218.0,Francisco Javier Melo Marquez,
1219.0,Placido Vidal Barnachea,
1220.0,Edwin Von-Jentschyk Cruz,
1221.0,Mauricio Rios Lavado,
1222.0,Carmen Blanco Hadi,
1223.0,Luis Alberto Molina Melo,
1224.0,Paulina Villanueva Andrades,
1225.0,Margarita Osorio Pizarro,
1226.0,Ricardo Aliaga Gomez,
1227.0,Carlos Alberto Ortega Valencia,
1228.0,Gloria Tapia Bahamondes,
1229.0,Nelson Rene Verdejo Zamora,
1230.0,Miguel Calderon Arancibia,
1231.0,Manuel Adolfo Salas Trautmann,
1232.0,Marisol Munoz Canobi,
1233.0,Victor Reimer Seguel Henriquez,
1234.0,Manuel Alejandro Pino Turra,
1235.0,Rodrigo Puentes Cartes,
1236.0,Andres Zarhi Troy,
1237.0,Helia Molina Milman,
1238.0,Cristian Villarroel Novoa,
1239.0,Alejandro Zacur Plotz,
1240.0,Roberto Recabal Carcamo,
1241.0,Jose Claudio Fica Gomez,
1242.0,Praxedes de Lourdes Perez Aranguiz,
1243.0,Maria Estrella Montero Carrasco,
1244.0,Carlos Reygadas Bavestrello,
1245.0,Victor Nina Huanca,
1246.0,Humberto Jose Flores Gonzalez,
1247.0,Javier Vicentelo Vicentelo,
1248.0,Carlos Anza Munoz,
1249.0,Macarena Santelices Canas,
1250.0,Luis Alberto Cordova Gonzalez,
1251.0,Tomas del Carmen Aranda Miranda,
1252.0,Jaime Bertin Valenzuela,
1253.0,Jorge Rene Tejeda Roa,
1254.0,Mario Bello Garrido,
1255.0,Claudio Renteria Larrondo,
1256.0,Cristian Saez Cariz,
1257.0,Gary Barraza Jofre,
1258.0,Alvaro Maximiliano Arroyo Segovia,
1259.0,Diego Alfonso Contreras Dominguez,
1260.0,Jose Miguel Arellano Merino,
1261.0,Felipe Munoz Heredia,
1262.0,Nolberto Orellana Morales,
1263.0,Antonio Silva Murua,
1264.0,Juan Delgado Castro,
1265.0,Ana Maria Soto Cea,
1266.0,Hernan Ahumada Ahumada,
1267.0,Orlando Chelme Aliaga,
1268.0,Ramona Reyes Painequeo,
1269.0,Carlos Rolack Hueitra,
1270.0,Mauricio Cortes Oyarzun,
1271.0,Gabriel Jesus Catalan Navarro,
1272.0,Diego Vergara Rodriguez,
1273.0,Cristian Cornejo Fuentes,
1274.0,Ricardo Soto Said,
1275.0,Willy Rosas Delgado,
1276.0,Guillermo White Munoz,
1277.0,Veronica Jara Toledo,
1278.0,Arcenio Lorenzo Vidal Maldonado,
1279.0,Gloria de Las Mercedes Paredes Valdes,
1280.0,Manuel Perez Escobar,
1281.0,Rodrigo Valdivia Orias,
1282.0,Rene Aravena Riffo,
1283.0,Alvaro Mendoza Berrocal,
1284.0,Luis Pradenas Moran,
1285.0,Gonzalo Vergara Lizana,
1286.0,Rosa Prieto Valdes,
1287.0,Marcela Alejandra Gutierrez Garces,
1288.0,Veronica Elgueta Galmez,
1289.0,Sammy Ormazabal Lopez,
1290.0,Antonio Carvacho Vargas,
1291.0,Emiliano Guerrero Torres,
1292.0,Ariel Hernan Valenzuela Fuenzalida,
1293.0,Paula Retamal Urrutia,
1294.0,Israel Antonio Urrutia Escobar,
1295.0,Hernan Soto Sepulveda,
1296.0,Juan Rozas Romero,
1297.0,Claudina Nunez Jimenez,
1298.0,Eduardo Pastene Azola,
1299.0,Luis Lillo Bettancourt,
1300.0,Carlos Ibanez Hormazabal,
1301.0,Bernardo Vasquez Bobadilla,
1302.0,Alfredo Perez Leiva,
1303.0,Carolina Francisca Olave Seguel,
1304.0,Maria Luz Reyes Orellana,
1305.0,Nelson Leal Bustos,
1306.0,Daniel Eduardo Bustos Leal,
1307.0,Johnnson Guinez Nunez,
1308.0,Julio Munoz Salazar,
1309.0,Oscar Reyes Barra,
1310.0,Lucy Lara Leiva,
1311.0,Jose Miguel Tobar Aravena,
1312.0,Victor Hugo Figueroa Rebolledo,
1313.0,Guillermo Caceres Collao,
1314.0,Rodrigo Vera Riquelme,
1315.0,Hector Alejandro Escalona Inzunza,
1316.0,Virginia Valderrama Nova,
1317.0,Nibaldo Meza Garfia,
1318.0,Manuel Fuentes Rosales,
1319.0,Ariel Alonso Romero Nunez,
1320.0,Jaime Cepeda Flores,
1321.0,Richard Leiva Mendoza,
1322.0,Esteban Caceres Olave,
1323.0,Carolina Leitao Alvarez-Salamanca,
1324.0,Barbara Soto Silva,
1325.0,Guillermo Gonzalez Castro,
1326.0,Juan Luis Gonzalez Poblete,
1327.0,Carlos Utman Goldschmidt,
1328.0,Fabian Ignacio Guajardo Leon,
1329.0,Julio Aravena Zuniga,
1330.0,Cecilia Cabrera Lopez,
1331.0,Luis Alberto Munoz Perez,
1332.0,Ernestina del Carmen Torres Gutierrez,
1333.0,Gustavo Fernando Valdenegro Rubillo,
1334.0,Ignacio Gamalier Villalobos Henriquez,
1335.0,Rene Rodriguez Fredes,
1336.0,Ricardo Santander Yague,
1337.0,Fermin Alejandro Carreno Carreno,
1338.0,Esteban Martinez Rubio,
1339.0,Elias Cid Cortes,
1340.0,Ivan Infante Chacon,
1341.0,Miguel Angel Nunez Herrera,
1342.0,Miguel Rodolfo Castro Challapa,
1343.0,Francisco Alejandro Cabezas Cortes,
1344.0,Clider Fernando Galeas Perez,
1345.0,Daniel Alejandro Godoy Villalobos,
1346.0,Adolfo Ceron Gonzalez,
1347.0,Ximena Valdes Ovalle,
1348.0,Roberto Cordova Carreno,
1349.0,Jorge Fabian Vargas Gonzalez,
1350.0,Marcelo Cabrera Martinez,
1351.0,Mario Alejandro Moraga Caceres,
1352.0,Manuel Jesus Guzman Aedo,
1353.0,Eduardo Larenas Suazo,
1354.0,Adriana Arce Diaz,
1355.0,Cristian Balmaceda Undurraga,
1356.0,Luis Batalle Pedreros,
1357.0,Juan Carlos Salas Barruetos,
1358.0,Jorge Jaramillo Hott,
1359.0,Humberto Catalan Candia,
1360.0,Anselmo Rapiman Marin,
1361.0,Luis Boundy Sierra,
1362.0,Manuel Tulio Contreras Alvarez,
1363.0,Luis Gonzalo Silva Sanchez,
1364.0,Rene Schuffeneger Salas,
1365.0,Modesto Sepulveda Andrade,
1366.0,Marisol Andrade Cardenas,
1367.0,Margarita Norambuena Caviedes,
1368.0,Richard Godoy Aguirre,
1369.0,Jose Fernando Munoz Caceres,
1370.0,Hector Castaneda Mercado,
1371.0,Eduardo Jose Mamani Mamani,
1372.0,Oscar Guillermo Vasquez Cortez,
1373.0,Blagomir Fernando Brztilo Avendano,
1374.0,Gloria Mansilla Mansilla,
1375.0,Maria Josefa Errazuriz Guilisasti,
1376.0,Ivo Tomislav Vukusich Cifuentes,
1377.0,Sergio Gomez Celedon,
1378.0,Maria Jose Cubillos Varas,
1379.0,Eliana Olmos Solis,
1380.0,Marcos Morales Ureta,
1381.0,Hugo Rojas Julio,
1382.0,Rodrigo Vicencio Cisternas,
1383.0,Carlos Barra Matamala,
1384.0,Blanca Beraud Fernandez,
1385.0,Armin Aviles Arias,
1386.0,Patricia Mena Vera,
1387.0,Pedro Orrego Maliqueo,
1388.0,Johnny Carrasco Cerda,
1389.0,Cristian Norambuena Castro,
1390.0,Tamara Valeska Norambuena Arancibia,
1391.0,Hugo Cipriano Norambuena Rodriguez,
1392.0,German Codina Powers,
1393.0,Soledad Barria Iroume,
1394.0,Victor Hugo Ortiz Avendano,
1395.0,Gervoy Paredes Rojas,
1396.0,Jose Segura Diaz,
1397.0,Pedro Sandoval Sanhueza,
1398.0,Sandra Paola Vega Oyarzo,
1399.0,Juan Antonio Espina Avendano,
1400.0,Maria Elena Ojeda Betancourt,
1401.0,Carlos Arturo Pena Rios,
1402.0,Cesar Mario Olavarria Hueitiao,
1403.0,Andres Saldivia Urrutia,
1404.0,Jorge Campos Saldana,
1405.0,Ramon Bahamonde Cea,
1406.0,Ivan Leonhardt Cardenas,
1407.0,Carlos Recondo Lavanderos,
1408.0,Eduardo Hernandez Agurto,
1409.0,Juan Patricio Godoy Godoy,
1410.0,Margot Violeta Alvarado Messer,
1411.0,Foch Metayer Manosalva,
1412.0,Francisco Castro Galvez,
1413.0,Angel Emilio Soto Cornejo,
1414.0,Carlos Araya Bugueno,
1415.0,Pedro Valdivia Ramirez,
1416.0,Blanca Elena Araya Zepeda,
1417.0,Cedelinda Valdivia Moreno,
1418.0,Carlos Javier Ortiz Rojas,
1419.0,Francisco Javier Morgado Salfate,
1420.0,Claudio Radonich Jimenez,
1421.0,Ramon Lobos Vasquez,
1422.0,Emilio Boccazzi Campos,
1423.0,Jessica Bengoa Mayorga,
1424.0,David Romo Garrido,
1425.0,Victor Aguilar Oyola,
1426.0,Veronica Oyarzun Oyarzo,
1427.0,Emilio Luis Aguilar Alvarado,
1428.0,Pedro Nicolas Montecinos Montiel,
1429.0,Rodrigo Ojeda Cardenas,
1430.0,Eduardo Eliseo Barria Borquez,
1431.0,Jorge Rivera Leal,
1432.0,Valentin Caamano Mora,
1433.0,Jorge Antonio Astete Casanova,
1434.0,Hector Alejandro Barria Angulo,
1435.0,Manuel Barria Barria,
1436.0,Guillermo Reyes Cortez,
1437.0,Roberto Martinez Jarufe,
1438.0,Maricel Patricia Gutierrez Castro,
1439.0,Angelo Alejandro Carrasco Arias,
1440.0,Lorena Ventura Vasquez,
1441.0,Gino Raul Grunewald Condori,
1442.0,Jimena Nunez Morales,
1443.0,Jose Luis Queipul Vidal,
1444.0,Pedro Toledo Cuicui,
1445.0,Marcos Patricio Vargas Oyarzun,
1446.0,Manuel Jesus Godoy Velasquez,
1447.0,Cristian Felipe Ojeda Chiguay,
1448.0,Francisco Carcamo Hernandez,
1449.0,Gustavo Armando Lobos Marin,
1450.0,Alba Munoz Munoz,
1451.0,Fredy Antonio Barrueto Viveros,
1452.0,Pablo Urrutia Maldonado,
1453.0,Rolando Antonio Tirapegui Munoz,
1454.0,Edgardo Solar Jara,
1455.0,Mauricio Aquiles Paredes Ruiz,
1456.0,Juan Elviro Carrasco Contreras,
1457.0,Jorge Isaac Godoy Soto,
1458.0,Luis Norambuena San Martin,
1459.0,Jaime Aceiton Vasquez,
1460.0,Jaime Quilodran Acuna,
1461.0,Rodrigo Tapia Avello,
1462.0,Claudio Andres Benavides Silva,
1463.0,Alberto Gyhra Soto,
1464.0,Jorge Enrique Munoz Alvarez,
1465.0,Hilda Quezada Bravo,
1466.0,Luis Mella Gajardo,
1467.0,Luisa Ester Morales Lobos,
1468.0,Mauricio Vinambres Adasme,
1469.0,Amelia Herrera Silva,
1470.0,Julio Trigo Araya,
1471.0,Armando Lautaro Figueroa Aranda,
1472.0,Washington Ulloa Villarroel,
1473.0,Sergio Aguero Diaz,
1474.0,Aristides Cardenas Garcia,
1475.0,Gonzalo Castro Serrano,
1476.0,Nelson Barrios Orostegui,
1477.0,Nessy Moratelli Solar,
1478.0,Carmen Gloria Fernandez Valenzuela,
1479.0,Jorge Duran Espinoza,
1480.0,Juan Carlos Soto Clivio,
1481.0,Andrea Ximena Condemarin Fuentes,
1482.0,Mauricio Carrasco Pardo,
1483.0,Jose Varas Zuniga,
1484.0,Richard Patricio Irribarra Ramirez,
1485.0,Sebastian Cristobal Godoy Bustos,
1486.0,Eduardo Soto Romero,
1487.0,Alex Anich Allel,
1488.0,Benito Bravo Delgado,
1489.0,Carlos Humberto Garrido Carcamo,
1490.0,Enrique Olivares Farias,
1491.0,Pablo Chavez Valderrama,
1492.0,Daniel Jadue Jadue,
1493.0,Marcelo Teuber Carrillo,
1494.0,Pablo Abraham Garrido Mardones,
1495.0,Roberto Felipe Cofre Pinto,
1496.0,Juan Carlos Reinao Marilao,
1497.0,Claudio Alberto Musre Contreras,
1498.0,Santiago Morales Velasquez,
1499.0,Edgardo Sierra Neira,
1500.0,Claudio Nicolas Castro Salas,
1501.0,Luis Japaz Lucio,
1502.0,Andres Sepulveda Rojas,
1503.0,Carlos Ernesto Soto Gonzalez,
1504.0,Marcos Jose Gatica Emparanza,
1505.0,Antonio Silva Vargas,
1506.0,Francina Carreno Maldonado,
1507.0,Andres Silva Arenas,
1508.0,Rodrigo Ramirez Parra,
1509.0,Patricio Contreras Contreras,
1510.0,Pedro Antonio Caballeria Diaz,
1511.0,Juan Galdames Carmona,
1512.0,Luis Reyes Alvarez,
1513.0,Mirtala Catalina Hott Solis,
1514.0,Americo Guajardo Oyarce,
1515.0,Mauricio Antonio Montecino Canales,
1516.0,Gary Valenzuela Rojas,
1517.0,Juana Olivares de la Rivera,
1518.0,Marcelo Orlando Santana Vargas,
1519.0,Washington Alejandro Medina Martinez,
1520.0,Ringo Alberto Padilla Castillo,
1521.0,Carlos Schwalm Urzua,
1522.0,Jaime Ramos Pairican,
1523.0,Jessica Vidal Bittner,
1524.0,Marcos Guzman Vargas,
1525.0,Tatiana Vasquez Barrientos,
1526.0,Helen Maclean Munoz,
1527.0,Jorge Eduardo Jimenez Rojas,
1528.0,Carlos Vergara Zerega,
1529.0,Carlos Gabriel Cisterna Negrete,
1530.0,Luis Nunez Ibarra,
1531.0,Juan de Dios Paillafil Calfulen,
1532.0,Maria Angelica Turrieta Yefi,
1533.0,Ignacio Astete Nahuelcoy,
1534.0,Jose Ruiz Muller,
1535.0,Martin Arriagada Urrutia,
1536.0,Francisco Melendez Rojas,
1537.0,Anselma Hernandez Aviles,
1538.0,Fernando Gallardo Pereira,
1539.0,Gerardo Rojas Escudero,
1540.0,Alejandro Tello Arata,
1541.0,Omar Vera Castro,
1542.0,Carmen Ximena Zamora Bravo,
1543.0,Raul Marcelo Devia Ilabaca,
1544.0,Nora Cuevas Contreras,
1545.0,Marisela Santibanez Novoa,
1546.0,Christopher White Bahamondes,
1547.0,Manuel Ahumada Lillo,
1548.0,Victor Manuel Martinez Nanco,
1549.0,Hugo Gebrie Asfura,
1550.0,Gaston Suazo Soto,
1551.0,Francisco Contreras Salinas,
1552.0,Juan Rojas Vergara,
1553.0,Maria Ines Sepulveda Fuentes,
1554.0,Luz Maria Ramirez Sepulveda,
1555.0,Lautaro Garrido Nunez,
1556.0,Rene Alejandro Mardones Valencia,
1557.0,Julio Contreras Tapia,
1558.0,Gabriel Bianchini Frost,
1559.0,Claudio Almuna Garrido,
1560.0,Lorena Jardua Campos,
1561.0,Fernando Antonio Correa Sandoval,
1562.0,Patricio Freire Canto,
1563.0,Eugenio Cornejo Correa,
1564.0,Ricardo Georges Cid,
1565.0,Luis Antonio Berwart Araya,
1566.0,Pablo Silva Perez,
1567.0,Mario Gonzalez Maturana,
1568.0,Doris Ramirez Arriagada,
1569.0,Washington Polidori Venegas,
1570.0,Edgar Carcamo Alderete,
1571.0,Jaime Gonzalo Uribe Hermosilla,
1572.0,Katerine Eliana Haro Ampuero,
1573.0,Isabel Ojeda Harambour,
1574.0,Osiel Soto Lagos,
1575.0,Wilson Olivares Bustamante,
1576.0,Jorge Ignacio Silva Sepulveda,
1577.0,Cecilia Parham Mucarquer,
1578.0,Sergio Echeverria Garcia,
1579.0,Jose Contreras Silva,
1580.0,Hector Leonardo Aravena Perez,
1581.0,Luis Pezoa Alvarez,
1582.0,Luis Vargas Sandoval,
1583.0,Daniel Rodriguez Claverol,
1584.0,Juan Carlos Aguirre Lizama,
1585.0,Maximiliano Vargas Labra,
1586.0,Bernardo Candia Henriquez,
1587.0,Carlos Llancar Etcheverry,
1588.0,Luis Sanhueza Bravo,
1589.0,Julio Palestro Velasquez,
1590.0,Andres Kebir Diban Dinamarca,
1591.0,Rodrigo Gonzalez Ceron,
1592.0,Guillermo Aravena Mondaca,
1593.0,Victor Toro Leiva,
1594.0,Victor Hugo Rice Sanchez,
1595.0,Francisco Irribarra Barria,
1596.0,Juan Carlos Soto Caucau,
1597.0,Omar Alvarado Aguero,
1598.0,Margarita del Carmen Proboste Pavez,
1599.0,Angel Custodio Ruiz Cardenas,
1600.0,Manuel Devia Vilches,
1601.0,Florentino Flores Armijo,
1602.0,Paulina Palacios Vergara,
1603.0,Juan Carlos Jimenez Sufan,
1604.0,Laura Montoya Pizarro,
1605.0,Aliro Catur Zuleta,
1606.0,Sandra Berna Martinez,
1607.0,Eva de Guadalupe Siares Flores,
1608.0,Maria Gutierrez Ramos,
1609.0,Luis Alberto Alfaro Cutipa,
1610.0,Audito Retamal Lazo,
1611.0,Javier Enrique Guinez Castro,
1612.0,Pedro Venegas Guerra,
1613.0,Hemar Grollmus Avaria,
1614.0,Claudia Diaz Bravo,
1615.0,Alfredo Eusebio Bastias Mercado,
1616.0,Patricio Poblete Yanez,
1617.0,Miguel Angel Aguilera Sanhueza,
1618.0,Claudia Lange Farias,
1619.0,Lorenzo Andres Morales Cortes,
1620.0,Rabindranath Acuna Olate,
1621.0,Julian Edgardo Espinoza Guzman,
1622.0,Duverlis Valenzuela Martinez,
1623.0,Patricio Alberto Moncada Retamal,
1624.0,Jaime Gonzalez Ramirez,
1625.0,Virginia Troncoso Hellman,
1626.0,Victor Galvez Trujillo,
1627.0,Daniel Sebastian Salamanca Perez,
1628.0,Daniel Enrique Iraira Sagredo,
1629.0,William Arevalo Cornejo,
1630.0,Jaime Lopez Fuenzalida,
1631.0,Pedro Moreno Orellana,
1632.0,Francisco Antonio Campos Suazo,
1633.0,Jorge Augusto Alarcon Vidal,
1634.0,Angel Castro Medina,
1635.0,Victor Palma Cruces,
1636.0,Claudio Zurita Ibarra,
1637.0,Felipe Alessandri Vergara,
1638.0,Carolina Toha Morales,
1639.0,Alonso Matias Rojas Lopez,
1640.0,Fabian Vasquez Silva,
1641.0,Fernando Rodriguez Larrain,
1642.0,Romy Jesus Farias Caballero,
1643.0,Jose Guerrero Venegas,
1644.0,Carlos Lopez Vega,
1645.0,Julio Alberto Echeverria Rivera,
1646.0,Carlos Alvarez Esteban,
1647.0,Marco Antonio Zamora Bombal,
1648.0,Pablo Esquivel Vasquez,
1649.0,Alicia Stuardo Morales,
