"","geography_level","geography_name","geography_id","year","occupation","sex","weighted_mean_income","weighted_median_income","ci_weighted_mean_income","ci_weighted_median_income"
"271","pais","País","pais","2011","3449","Mujer",887990,470420,"[492860, 1371371]","[437600, 1116465]"
"272","pais","País","pais","2011","3450","Hombre",1146798,1117090,"[921103, 1536321]","[839742, 1678384]"
"273","pais","País","pais","2011","3450","Mujer",891266,917029,"[562435, 1136899]","[437600, 1203400]"
"274","pais","País","pais","2011","3460","Hombre",485694,426289,"[295898, 780543]","[236013, 821600]"
"275","pais","País","pais","2011","3460","Mujer",364875,320315,"[263230, 470130]","[229415, 533438]"
"276","pais","País","pais","2011","3471","Hombre",712903,452657,"[565455, 860138]","[404101, 604435]"
"277","pais","País","pais","2011","3471","Mujer",640003,465706,"[495284, 854555]","[431278, 659777]"
"278","pais","País","pais","2011","3472","Hombre",485845,382900,"[324679, 724569]","[197772, 1020291]"
"279","pais","País","pais","2011","3472","Mujer",394228,288218,"[197265, 798297]","[131280, 997947]"
"280","pais","País","pais","2011","3473","Hombre",569996,259006,"[259528, 1357959]","[191210, 624026]"
"281","pais","País","pais","2011","3473","Mujer",193369,128064,"[93325, 385825]","[41080, 394951]"
"282","pais","País","pais","2011","3474","Hombre",232442,67426,"[47382, 480559]","[10270, 718900]"
"283","pais","País","pais","2011","3474","Mujer",189253,189253,"[87773, 196920]","[87773, 196920]"
"284","pais","País","pais","2011","3475","Hombre",629049,426050,"[470491, 863362]","[309787, 714501]"
"285","pais","País","pais","2011","3475","Mujer",427695,314899,"[271973, 623818]","[82160, 716250]"
"286","pais","País","pais","2011","3480","Hombre",449854,392569,"[331485, 589283]","[273765, 689220]"
"287","pais","País","pais","2011","3480","Mujer",199004,218800,"[123286, 218800]","[119451, 218800]"
"288","pais","País","pais","2011","4111","Mujer",196920,196920,"[196920, 196920]","[196920, 196920]"
"289","pais","País","pais","2011","4112","Hombre",293950,304406,"[199108, 432458]","[199108, 471460]"
"290","pais","País","pais","2011","4112","Mujer",222957,205466,"[198950, 250707]","[197990, 250643]"
"291","pais","País","pais","2011","4113","Hombre",509136,328200,"[328723, 739346]","[196920, 875200]"
"292","pais","País","pais","2011","4113","Mujer",322670,268603,"[277346, 366061]","[246326, 328200]"
"294","pais","País","pais","2011","4115","Hombre",282446,218800,"[209094, 402691]","[196920, 443625]"
"295","pais","País","pais","2011","4115","Mujer",337646,273500,"[317978, 355288]","[273500, 298066]"
"296","pais","País","pais","2011","4121","Hombre",540995,433854,"[439313, 711769]","[328200, 547000]"
"297","pais","País","pais","2011","4121","Mujer",342568,266198,"[264644, 502395]","[218800, 287560]"
"298","pais","País","pais","2011","4122","Hombre",410120,347641,"[276699, 536544]","[240680, 444933]"
"299","pais","País","pais","2011","4122","Mujer",528132,421530,"[320431, 733958]","[202390, 1085248]"
"300","pais","País","pais","2011","4131","Hombre",305625,258752,"[287408, 327001]","[240680, 273500]"
"301","pais","País","pais","2011","4131","Mujer",260587,203503,"[228993, 299435]","[199108, 219507]"
"302","pais","País","pais","2011","4132","Hombre",362371,322296,"[245057, 575245]","[155348, 509530]"
"303","pais","País","pais","2011","4132","Mujer",284121,271649,"[193713, 418689]","[164100, 398494]"
"304","pais","País","pais","2011","4133","Hombre",451556,275303,"[297790, 1033215]","[218800, 382900]"
"305","pais","País","pais","2011","4133","Mujer",373455,199108,"[246156, 525931]","[196920, 393840]"
"306","pais","País","pais","2011","4141","Hombre",289448,226917,"[199524, 725103]","[198563, 875200]"
"307","pais","País","pais","2011","4141","Mujer",262257,218800,"[221904, 302724]","[218800, 324757]"
"308","pais","País","pais","2011","4142","Hombre",280391,247539,"[227358, 342500]","[203792, 273500]"
"309","pais","País","pais","2011","4142","Mujer",220334,218800,"[187435, 256198]","[194539, 233923]"
"310","pais","País","pais","2011","4143","Hombre",251620,251620,"[251620, 251620]","[251620, 251620]"
"311","pais","País","pais","2011","4143","Mujer",299639,308056,"[207203, 432188]","[195130, 427169]"
"312","pais","País","pais","2011","4144","Hombre",65640,65640,"[65640, 65640]","[65640, 65640]"
"313","pais","País","pais","2011","4144","Mujer",302342,302342,"[251620, 572858]","[251620, 572858]"
"314","pais","País","pais","2011","4190","Hombre",547514,415720,"[477538, 726603]","[328200, 437600]"
"315","pais","País","pais","2011","4190","Mujer",388075,328200,"[332007, 451807]","[273500, 427571]"
"316","pais","País","pais","2011","4211","Hombre",291024,260600,"[248503, 349595]","[218800, 328200]"
"317","pais","País","pais","2011","4211","Mujer",214709,202390,"[204728, 225969]","[199108, 207860]"
"318","pais","País","pais","2011","4212","Hombre",151194,172292,"[86134, 190896]","[87520, 199108]"
"319","pais","País","pais","2011","4212","Mujer",212338,196920,"[142653, 304252]","[190001, 305181]"
"320","pais","País","pais","2011","4213","Hombre",259239,213976,"[183122, 393399]","[196920, 458193]"
"321","pais","País","pais","2011","4213","Mujer",286821,242611,"[224246, 438248]","[218800, 385990]"
"323","pais","País","pais","2011","4215","Hombre",428279,382900,"[301687, 561379]","[263382, 382900]"
"324","pais","País","pais","2011","4215","Mujer",485559,251620,"[315660, 706992]","[196920, 1094000]"
"325","pais","País","pais","2011","4221","Hombre",273500,273500,"[273500, 273500]","[273500, 273500]"
"326","pais","País","pais","2011","4221","Mujer",222224,207238,"[148896, 415299]","[162524, 309411]"
"327","pais","País","pais","2011","4222","Hombre",372373,273500,"[294254, 587291]","[245876, 328200]"
"328","pais","País","pais","2011","4222","Mujer",289737,267358,"[265050, 325264]","[236889, 284440]"
"329","pais","País","pais","2011","4223","Hombre",315812,296498,"[251311, 420127]","[229507, 328200]"
"330","pais","País","pais","2011","4223","Mujer",274639,218800,"[240974, 369674]","[212834, 273500]"
"331","pais","País","pais","2011","5111","Hombre",301071,249460,"[221945, 471356]","[209016, 434044]"
"332","pais","País","pais","2011","5111","Mujer",424161,273500,"[329839, 518448]","[209686, 578480]"
"333","pais","País","pais","2011","5112","Hombre",217153,199108,"[191525, 252386]","[198784, 200776]"
"334","pais","País","pais","2011","5112","Mujer",140466,151294,"[93379, 192067]","[54700, 218800]"
"335","pais","País","pais","2011","5113","Hombre",401187,218800,"[226174, 625131]","[170920, 435931]"
"336","pais","País","pais","2011","5113","Mujer",476948,532027,"[311491, 618802]","[218800, 718900]"
"337","pais","País","pais","2011","5121","Hombre",554001,306457,"[299917, 1573155]","[222350, 415291]"
"338","pais","País","pais","2011","5121","Mujer",1440250,550221,"[668940, 2453327]","[239333, 2054000]"
"339","pais","País","pais","2011","5122","Hombre",286210,218800,"[259926, 318721]","[207860, 251620]"
"340","pais","País","pais","2011","5122","Mujer",218085,196920,"[203692, 247054]","[196920, 199108]"
"341","pais","País","pais","2011","5123","Hombre",218362,199108,"[197262, 251407]","[196920, 221400]"
"342","pais","País","pais","2011","5123","Mujer",182324,196920,"[173155, 197126]","[196920, 199108]"
"343","pais","País","pais","2011","5131","Hombre",324691,273500,"[265508, 394466]","[213056, 328200]"
"344","pais","País","pais","2011","5131","Mujer",190538,196920,"[180422, 201133]","[191450, 199108]"
"345","pais","País","pais","2011","5132","Hombre",312922,236888,"[257629, 542886]","[207860, 328200]"
"346","pais","País","pais","2011","5132","Mujer",256073,218800,"[233931, 278490]","[216832, 249496]"
"347","pais","País","pais","2011","5133","Hombre",333581,333581,"[205141, 718900]","[205141, 718900]"
"348","pais","País","pais","2011","5133","Mujer",187014,164100,"[151450, 245499]","[98460, 199108]"
"349","pais","País","pais","2011","5139","Hombre",403820,403820,"[230700, 437600]","[230700, 437600]"
"350","pais","País","pais","2011","5139","Mujer",251241,236233,"[195789, 320377]","[199108, 328200]"
"351","pais","País","pais","2011","5141","Hombre",597944,452205,"[470883, 725136]","[308100, 634600]"
"352","pais","País","pais","2011","5141","Mujer",368363,250966,"[316781, 435226]","[205400, 352314]"
"354","pais","País","pais","2011","5143","Hombre",260814,231390,"[218800, 385596]","[218800, 417278]"
"355","pais","País","pais","2011","5143","Mujer",382900,382900,"[382900, 382900]","[382900, 382900]"
"356","pais","País","pais","2011","5149","Hombre",1027000,1027000,"[1027000, 1027000]","[1027000, 1027000]"
"357","pais","País","pais","2011","5151","Mujer",543504,616200,"[237479, 616200]","[247654, 616200]"
"358","pais","País","pais","2011","5152","Hombre",393313,397845,"[138767, 650988]","[42349, 612606]"
"359","pais","País","pais","2011","5152","Mujer",328571,216493,"[132627, 766456]","[132627, 821600]"
"360","pais","País","pais","2011","5161","Hombre",278187,245299,"[215779, 398837]","[199108, 320077]"
"361","pais","País","pais","2011","5161","Mujer",241333,241333,"[163243, 262560]","[163243, 262560]"
"362","pais","País","pais","2011","5162","Hombre",637248,547000,"[586606, 710254]","[504422, 656400]"
"363","pais","País","pais","2011","5162","Mujer",593980,489755,"[468026, 775303]","[415720, 656400]"
"364","pais","País","pais","2011","5163","Hombre",540352,541520,"[448517, 653026]","[426660, 568880]"
"365","pais","País","pais","2011","5163","Mujer",568823,536862,"[448527, 750584]","[328200, 865013]"
"366","pais","País","pais","2011","5169","Hombre",343873,273500,"[278283, 427419]","[218800, 386692]"
"367","pais","País","pais","2011","5169","Mujer",297330,318911,"[255262, 328200]","[234405, 328200]"
"368","pais","País","pais","2011","5210","Mujer",362456,385554,"[140698, 485922]","[142344, 513500]"
"369","pais","País","pais","2011","5220","Hombre",366732,237319,"[335333, 401167]","[218800, 257703]"
"370","pais","País","pais","2011","5220","Mujer",243338,201296,"[230145, 257455]","[199108, 203484]"
"371","pais","País","pais","2011","5230","Hombre",299415,246480,"[259559, 352190]","[215359, 267020]"
"372","pais","País","pais","2011","5230","Mujer",202390,164320,"[172575, 237606]","[123240, 205400]"
"374","pais","País","pais","2011","6111","Hombre",276204,199108,"[256591, 295896]","[198994, 205400]"
"375","pais","País","pais","2011","6111","Mujer",185185,175040,"[163462, 221872]","[168879, 196032]"
"376","pais","País","pais","2011","6112","Hombre",220694,199108,"[210580, 230931]","[198234, 199108]"
"377","pais","País","pais","2011","6112","Mujer",182063,196920,"[169035, 201533]","[185980, 196920]"
"378","pais","País","pais","2011","6113","Hombre",268527,207860,"[247874, 292884]","[199108, 243725]"
"379","pais","País","pais","2011","6113","Mujer",188801,164246,"[150956, 239688]","[124415, 199108]"
"380","pais","País","pais","2011","6114","Hombre",268324,205400,"[208978, 330498]","[205400, 302288]"
"381","pais","País","pais","2011","6114","Mujer",135468,102700,"[67059, 222923]","[34918, 149759]"
"382","pais","País","pais","2011","6121","Hombre",368318,233415,"[313867, 487603]","[216503, 287560]"
"383","pais","País","pais","2011","6121","Mujer",217110,175900,"[167307, 280511]","[132627, 200807]"
"384","pais","País","pais","2011","6122","Hombre",287551,218800,"[238745, 359459]","[199108, 339687]"
"385","pais","País","pais","2011","6122","Mujer",56754,40057,"[34009, 131445]","[32820, 148028]"
"386","pais","País","pais","2011","6123","Hombre",278538,206541,"[216162, 371502]","[198758, 308100]"
"387","pais","País","pais","2011","6123","Mujer",146027,100086,"[67337, 244989]","[61620, 283273]"
"388","pais","País","pais","2011","6124","Hombre",292294,258684,"[230172, 399976]","[205400, 373828]"
"389","pais","País","pais","2011","6124","Mujer",410800,410800,"[410800, 410800]","[410800, 410800]"
"390","pais","País","pais","2011","6129","Hombre",215751,199114,"[186682, 251497]","[198296, 212121]"
"391","pais","País","pais","2011","6129","Mujer",287797,298131,"[209834, 308100]","[202390, 308100]"
"392","pais","País","pais","2011","6130","Hombre",575102,488593,"[286501, 931769]","[238451, 814348]"
"393","pais","País","pais","2011","6130","Mujer",341856,293888,"[229740, 532009]","[229740, 601691]"
"394","pais","País","pais","2011","6141","Hombre",221990,199108,"[205187, 243222]","[196920, 205400]"
"395","pais","País","pais","2011","6141","Mujer",245850,164320,"[145858, 392569]","[133625, 205400]"
"396","pais","País","pais","2011","6142","Hombre",167414,164320,"[148944, 199056]","[123240, 173032]"
"397","pais","País","pais","2011","6142","Mujer",198334,186777,"[128548, 270471]","[123240, 308100]"
"398","pais","País","pais","2011","6151","Hombre",341115,252276,"[280615, 424539]","[218800, 381044]"
"399","pais","País","pais","2011","6151","Mujer",246494,197532,"[191011, 332890]","[175040, 423890]"
"400","pais","País","pais","2011","6152","Hombre",332296,246480,"[295902, 391175]","[211765, 287560]"
"401","pais","País","pais","2011","6152","Mujer",164834,164100,"[130897, 211923]","[131280, 164320]"
"402","pais","País","pais","2011","6153","Hombre",459852,294216,"[277356, 709498]","[204004, 658285]"
"403","pais","País","pais","2011","6153","Mujer",821600,821600,"[821600, 821600]","[821600, 821600]"
"404","pais","País","pais","2011","6210","Hombre",358568,279580,"[284876, 487146]","[205400, 308100]"
"405","pais","País","pais","2011","6210","Mujer",185036,205400,"[111947, 384336]","[73110, 308100]"
"407","pais","País","pais","2011","7111","Hombre",661693,437600,"[563310, 781006]","[437600, 494191]"
"408","pais","País","pais","2011","7111","Mujer",659101,437600,"[380704, 994055]","[328200, 1203400]"
"409","pais","País","pais","2011","7112","Hombre",506620,437600,"[433748, 585387]","[397789, 483797]"
"410","pais","País","pais","2011","7113","Hombre",308929,294409,"[234440, 407631]","[198642, 437600]"
"411","pais","País","pais","2011","7113","Mujer",308100,308100,"[308100, 308100]","[308100, 308100]"
"412","pais","País","pais","2011","7121","Hombre",431788,328200,"[326080, 595330]","[240680, 616200]"
"413","pais","País","pais","2011","7122","Hombre",296023,240680,"[278437, 313930]","[218800, 273500]"
"414","pais","País","pais","2011","7122","Mujer",210159,193348,"[142819, 443181]","[115700, 433117]"
"415","pais","País","pais","2011","7123","Hombre",293561,263902,"[238150, 360269]","[198165, 326334]"
"416","pais","País","pais","2011","7124","Hombre",304568,251620,"[284909, 329681]","[218800, 273500]"
"417","pais","País","pais","2011","7124","Mujer",207239,213282,"[126214, 298992]","[124442, 308100]"
"418","pais","País","pais","2011","7129","Hombre",549211,547000,"[406451, 715805]","[328200, 605004]"
"419","pais","País","pais","2011","7129","Mujer",283233,199108,"[141250, 482214]","[111689, 254770]"
"420","pais","País","pais","2011","7131","Hombre",353277,296640,"[278081, 442303]","[218800, 383791]"
"421","pais","País","pais","2011","7132","Hombre",410981,308961,"[307447, 557369]","[218800, 492856]"
"422","pais","País","pais","2011","7132","Mujer",157943,174272,"[76580, 269206]","[76580, 298546]"
"423","pais","País","pais","2011","7133","Hombre",263648,202548,"[197797, 428389]","[197725, 415576]"
"424","pais","País","pais","2011","7134","Hombre",247269,218800,"[203893, 298173]","[211046, 280969]"
"425","pais","País","pais","2011","7135","Hombre",268194,236841,"[220040, 344217]","[202390, 350080]"
"426","pais","País","pais","2011","7136","Hombre",345449,320340,"[306988, 384998]","[259234, 349180]"
"427","pais","País","pais","2011","7136","Mujer",222237,222237,"[205400, 229740]","[205400, 229740]"
"428","pais","País","pais","2011","7137","Hombre",407676,328200,"[361898, 488641]","[273500, 328200]"
"429","pais","País","pais","2011","7137","Mujer",314758,237065,"[215657, 520205]","[192040, 350080]"
"430","pais","País","pais","2011","7141","Hombre",347693,246480,"[300658, 458643]","[218800, 273500]"
"431","pais","País","pais","2011","7141","Mujer",214121,232508,"[74026, 240680]","[62707, 240680]"
"432","pais","País","pais","2011","7142","Hombre",345809,222507,"[285254, 425366]","[218800, 318859]"
"433","pais","País","pais","2011","7142","Mujer",246150,246150,"[246150, 246150]","[246150, 246150]"
"434","pais","País","pais","2011","7143","Hombre",481974,428955,"[251969, 865558]","[227538, 865558]"
"435","pais","País","pais","2011","7211","Hombre",263647,266575,"[155050, 379889]","[170391, 394148]"
"436","pais","País","pais","2011","7212","Hombre",360512,328200,"[325325, 413972]","[273500, 410800]"
"437","pais","País","pais","2011","7212","Mujer",316550,258773,"[219641, 451515]","[185980, 472378]"
"438","pais","País","pais","2011","7213","Hombre",317718,242527,"[248933, 420164]","[196920, 410800]"
"439","pais","País","pais","2011","7214","Hombre",328905,273500,"[292086, 412886]","[226963, 328200]"
"440","pais","País","pais","2011","7214","Mujer",393249,332187,"[94744, 1017250]","[100000, 1057433]"
"441","pais","País","pais","2011","7216","Hombre",555789,558683,"[443877, 705626]","[411344, 765800]"
"442","pais","País","pais","2011","7216","Mujer",1027000,1027000,"[1027000, 1027000]","[1027000, 1027000]"
"443","pais","País","pais","2011","7221","Hombre",433093,399041,"[246045, 633138]","[164320, 616200]"
"444","pais","País","pais","2011","7222","Hombre",343572,299960,"[275682, 415336]","[253910, 410800]"
"445","pais","País","pais","2011","7222","Mujer",109400,109400,"[109400, 109400]","[109400, 109400]"
"446","pais","País","pais","2011","7223","Hombre",570790,547582,"[404844, 730800]","[382492, 724388]"
"447","pais","País","pais","2011","7223","Mujer",302701,302701,"[218800, 1010099]","[218800, 1010099]"
