comuna_datachile_id,candidato_id,partido_id,electo,votos_candidato,year,election_id
270,2577,6,1,2074,2009,3
270,2578,4,0,91,2009,3
270,2579,7,0,412,2009,3
272,8,0,0,45,2009,3
272,9,0,0,55,2009,3
272,2599,7,1,502,2009,3
272,2600,23,0,228,2009,3
272,2601,2,0,164,2009,3
272,2602,9,1,376,2009,3
272,2603,23,0,254,2009,3
275,8,0,0,382,2009,3
275,9,0,0,303,2009,3
275,2575,9,1,2767,2009,3
275,2576,10,0,787,2009,3
275,2577,6,1,2970,2009,3
275,2578,4,0,181,2009,3
275,2579,7,0,528,2009,3
276,8,0,0,275,2009,3
276,9,0,0,285,2009,3
276,2592,23,0,329,2009,3
276,2593,8,0,780,2009,3
276,2594,11,1,2631,2009,3
276,2595,9,0,1224,2009,3
276,2596,7,1,991,2009,3
276,2597,8,0,61,2009,3
276,2598,4,0,82,2009,3
277,8,0,0,411,2009,3
277,9,0,0,418,2009,3
277,2575,9,1,3401,2009,3
277,2576,10,0,2020,2009,3
277,2577,6,1,2520,2009,3
277,2578,4,0,210,2009,3
277,2579,7,0,579,2009,3
279,8,0,0,2072,2009,3
279,9,0,0,1068,2009,3
279,2569,7,1,6884,2009,3
279,2570,9,0,1280,2009,3
279,2571,6,0,11394,2009,3
279,2572,8,0,1764,2009,3
279,2573,23,0,336,2009,3
279,2574,11,1,18531,2009,3
282,8,0,0,977,2009,3
282,9,0,0,760,2009,3
282,2575,9,1,7705,2009,3
282,2576,10,0,3766,2009,3
282,2577,6,1,4889,2009,3
282,2578,4,0,294,2009,3
282,2579,7,0,993,2009,3
283,8,0,0,423,2009,3
283,9,0,0,217,2009,3
283,2562,8,0,877,2009,3
283,2563,8,0,42,2009,3
283,2564,9,1,1229,2009,3
283,2565,8,0,65,2009,3
283,2566,7,1,1094,2009,3
283,2567,6,0,2062,2009,3
283,2568,2,0,2289,2009,3
285,8,0,0,1430,2009,3
285,9,0,0,751,2009,3
285,2562,8,0,3083,2009,3
285,2563,8,0,122,2009,3
285,2564,9,1,4118,2009,3
285,2565,8,0,201,2009,3
